"run_id","time","surv","lower","upper"
"13",342.26,0.745382622677116,0.728643510751186,0.762506281866466
"13",859.12,0.490362591264872,0.471308634474622,0.510186857026375
"13",2121.84,0.247542592219587,0.231318817336778,0.264904237659052
"13",3684.6,0.0885486220181347,0.0781639725389014,0.100312947341669
"13",5162.08,0.00944518634860102,0.0063428222010078,0.0140649607276749
"14",342.26,0.776570985259895,0.760657012356771,0.792817899987582
"14",859.12,0.527152831652452,0.508228492553728,0.54678183531755
"14",2121.84,0.275795190069825,0.259072027891901,0.293597836418637
"14",3684.6,0.103180760279288,0.0920818473533623,0.115617459877374
"14",5162.08,0.0108611326609777,0.00751430992716588,0.0156986075664632
"15",342.26,0.775508706567034,0.759570030721393,0.791781836613654
"15",859.12,0.530079811949923,0.51115337754103,0.549707033901603
"15",2121.84,0.255525652939964,0.239224084371048,0.272938067594908
"15",3684.6,0.0986375620771296,0.087768103950693,0.110853125618225
"15",5162.08,0.0104850951814272,0.00720476739170521,0.0152589549372762
"16",342.26,0.766721717588771,0.750062460757961,0.783750984722288
"16",859.12,0.497935590421143,0.478415919599594,0.518251676105517
"16",2121.84,0.245664739884392,0.229105179443451,0.263421213649873
"16",3684.6,0.0924855491329476,0.0816383761530285,0.104773970300309
"16",5162.08,0.0136251032204789,0.00970906804409183,0.0191206238256485
"17",342.26,0.742980571907907,0.72578059963164,0.760588159166517
"17",859.12,0.505027107668643,0.485456496680193,0.52538668495393
"17",2121.84,0.266241638309662,0.249154153146551,0.284501017039515
"17",3684.6,0.105664650204146,0.0940651931067085,0.118694470653974
"17",5162.08,0.00998406143661225,0.00670545580356914,0.0148657281011367
"18",342.26,0.733472803347282,0.715959235749875,0.75141478227689
"18",859.12,0.47824267782427,0.458629580692728,0.498694520634863
"18",2121.84,0.219246861924685,0.203271601966172,0.236477628940128
"18",3684.6,0.0803347280334722,0.0701442843811016,0.0920056221993577
"18",5162.08,0.00502092050209202,0.00285548756605587,0.00882848974304891
"19",342.26,0.743237787646348,0.726231950606547,0.760641842491332
"19",859.12,0.480016148566817,0.460739212647377,0.500099615053314
"19",2121.84,0.242228502220427,0.225930678621539,0.25970199198241
"19",3684.6,0.103754541784416,0.0924145894058793,0.116485990037945
"19",5162.08,0.0088817117480823,0.00585905540895627,0.0134637408370363
"20",342.26,0.76372550476532,0.747701877759619,0.780092526150592
"20",859.12,0.5116733807942,0.492965692067303,0.531091012673602
"20",2121.84,0.260756626750888,0.244542508716663,0.27804580378
"20",3684.6,0.107860143140789,0.0966578746661784,0.120360710583907
"20",5162.08,0.0124890692057756,0.00889781139559458,0.0175297994857339
"21",342.26,0.776886035312999,0.760710628871144,0.793405388274896
"21",859.12,0.528089887640438,0.508849086964562,0.548058228996121
"21",2121.84,0.292937399678966,0.275602864685011,0.311362221248136
"21",3684.6,0.111556982343496,0.0998566171505254,0.124628298701802
"21",5162.08,0.0136436597110751,0.0097712536821517,0.0190507233121617
"22",342.26,0.75901740769337,0.742752009556232,0.775638998978632
"22",859.12,0.507551975311947,0.488685547959959,0.52714676895697
"22",2121.84,0.259552375842379,0.243227878998766,0.276972508590453
"22",3684.6,0.107055727721337,0.0958007820553508,0.119632936099867
"22",5162.08,0.0119378689185664,0.00841321566570777,0.0169391490696899
"23",342.26,0.743786614620234,0.726561854714862,0.761419725654793
"23",859.12,0.483357127708383,0.463785228629502,0.503754967783026
"23",2121.84,0.244178686928542,0.227585882293768,0.261981237804485
"23",3684.6,0.0991715486160293,0.0879070162376281,0.111879534488075
"23",5162.08,0.00875043076023786,0.00571607241490813,0.0133955683084095
"24",342.26,0.736296706223575,0.718438332674244,0.754598989140382
"24",859.12,0.494395869886334,0.474255793245927,0.515391229040647
"24",2121.84,0.246756510059337,0.229633940853172,0.26515581725611
"24",3684.6,0.0975548993257843,0.0860722882775779,0.110569366435017
"24",5162.08,0.011035622095677,0.00747310271918358,0.0162964379876608
