"time","surv","lower","upper"
583.19,0.753333333333334,0.706099676500566,0.803726626704745
1904.41,0.503333333333335,0.449819306164704,0.563213808238996
3274.57,0.256666666666667,0.211707500862053,0.31117356498721
4150.92,0.11,0.0797268324560014,0.151768226922569
4700.41,0.02,0.00905776372122644,0.0441610106325272
