warmup boredom_pct avg_session_len post_wp_posts pct_prolif mean_reposts pct_indirect pct_multilevel
0.0 39.6 136.8 2152352 16.8 2.03 13.3 16.7
2.0 35.6 146.5 2176253 18.0 2.0 8.4 11.2
3.0 34.6 148.7 2070664 15.1 2.58 2.1 3.8
5.0 33.1 152.0 1853469 18.3 2.46 0.7 1.3
10.0 30.2 157.9 1196917 32.4 2.25 0.1 0.2
100.0 27.7 158.4 1122983 37.6 2.1 0.0 0.0
