did	duration_xi	duration_sigma	duration_mu	gap_meanlog	gap_sdlog
did:plc:257wekqxg4hyapkq6k47igmp	-0.178039269457018	294.876332433916	0.0	6.90195062958678	1.79029111399935
did:plc:25cbnme325tnqcac6znukgei	0.213367387060319	271.000865178679	0.0	7.09918932412926	2.0923211588589
did:plc:25i6cpod7srfq65ve4avgyzk	3.0319486018992463	3.0319486018992463	1.0	7.49250419737792	1.62025583857163
did:plc:25pvf7lsgdsryibpd7wwc4uh	1.5108556707525223	1.5108556707525223	1.0	7.86631684099565	1.39381869022729
did:plc:25qqquy3xbzrrco6zbpjizqf	2.908031036029163	2.908031036029163	1.0	7.12245780182273	1.71395714142567
did:plc:25wek72o2vmmzo4vr7baey4w	1.0359704734978457	125.35242729323933	121.0	6.60164578778076	2.81168382199883
did:plc:25zaihfainr3taifdoqic53h	0.22561855406768141	269.67772467510656	0.0	6.90690812671503	1.87912265453486
did:plc:263ixbri4holavs2wnyjfngc	0.377405161333376	262.513536231894	0.0	6.42662523254689	1.83125699498544
did:plc:2644m7jnaobv5gbehy53ohui	2.049496262590509	4.098992525181018	2.0	7.78675180610761	1.32222625961128
did:plc:26ayhdsynfm3rbjm2w3bsvtz	0.129754035132039	279.415285979801	0.0	6.67417818118777	1.77419665378153
did:plc:26d5atq6hnmdmwb736wimdfg	-0.309805853031791	165.195221669223	0.0	7.72621626160835	1.39417836602472
did:plc:26g4zlr5bgjkvkjw2i2ukr3m	1.8470326965069248	1.8470326965069248	1.0	8.10774812196081	1.40896226483937
did:plc:26imfrif6xc3xlodobfcypod	-0.184429675195409	375.171755890322	0.0	7.54203929899409	1.71638516324746
did:plc:26l47egxeqpkbdrjg24wesvp	0.3122106519872072	240.72981284118816	0.0	7.16102765740104	2.10710682710974
did:plc:26ohjahylcmxt47kx3gklvap	-0.386827780655837	213.710272775642	0.0	7.79144359917262	1.90754445592084
did:plc:26p3k3tkrqgmxrs2mevng25y	-0.512908873288086	312.440051823582	0.0	7.82077510239857	1.76297437185188
did:plc:26wtidwfuthodvhfcjccu5md	0.3789932092282465	137.34910815959597	0.0	8.19890122270215	1.71694938869772
did:plc:26xnq4uegxbtvlrkrpevtnoh	0.0803146188827964	587.6165172304532	0.0	7.26951100438922	2.37877461793935
did:plc:272qkfam5t7gunl5agkvjcay	-0.328543425982077	386.731308554684	0.0	8.37093449868402	1.72891688289662
did:plc:275ylb3lzlfsgdjb7t2m5ofy	0.3097677946544681	253.84367774352825	0.0	6.4084875037609	2.20528545289935
did:plc:277uyfkatg6mzwtfitjmboye	0.245380105175937	304.250355398363	0.0	7.21805130739847	2.1387275244412
did:plc:27bgp6atgohtxxa3njy5g2el	0.366170572957572	72.4788298077403	0.0	8.85039991007006	1.38291346358698
did:plc:27bl4ma44vh4aby42eaaix4n	0.265953739335576	228.314128519092	0.0	6.56582434389687	1.85907548637724
did:plc:27iiolpcamfan7y6xthggmb6	-0.151824636946442	660.991899506416	0.0	7.46059266893849	1.9399334949447
did:plc:27k7pbbtynaqtjj5hd6fi75d	0.429276773637038	213.785825033139	0.0	7.00694477385785	2.04638512574674
did:plc:27kyj6dmb5oe63j6cposh3io	2.8408860829155245	2.8408860829155245	1.0	8.11115074495102	1.66623856552849
did:plc:27sdlb3f6oqn43l6nptffhee	0.7053603169224705	0.7053603169224705	1.0	8.38260216908199	1.19794110533084
did:plc:27tzszvb6fvtc6vinuemvl3x	-0.449775221036508	278.809402851927	0.0	6.96001380418801	1.46650985489571
did:plc:27vpikmkrlmoyk3lz77n6n7l	0.10592181404871323	689.4837399531878	0.0	7.04126164649953	2.22365913370011
did:plc:27vxrn2zc6lcv364ala4zjip	-0.0772356840459873	637.234456496925	0.0	7.43424553890897	2.37428027083549
did:plc:27wdndxpjo7luivtese2za4e	0.3824135536895443	208.06585420655753	0.0	6.28235368270022	1.7566534551152
did:plc:27xn73b4paztyyts6daa27fb	3.189609156416816	3.189609156416816	1.0	7.23009275123316	1.6138223689367
did:plc:2a667lmb5oneu7aze66osiif	-1.27741433182231	445.817601805988	0.0	7.32876665141425	1.85562760835493
did:plc:2a6pqcmfw57ilswfbshpyjw5	-0.270798102937153	1169.72328225851	0.0	6.62092084815135	2.15309230779668
did:plc:2aczg2wxwl6wzc2qshqgsbtu	-0.368275004837295	385.689298975467	0.0	7.09825030216396	2.45357412872475
did:plc:2adwwe7ycqxiq6htrlfpfq3v	2.812226223356877	2.812226223356877	1.0	7.16917568408841	1.49498554684353
did:plc:2agpggb7qrmu2vhxhewbugvu	-0.258306373991063	1571.79130279437	0.0	7.38482667181524	2.04889776790292
did:plc:2aj6f7v5eefb77t7fnetnknd	0.2055162426306158	418.05084075672437	0.0	7.1703631807304	2.6118290114313
did:plc:2amvd4gclzbffgpyixw7avzk	3.2570201810474604	3.2570201810474604	1.0	8.02777715577196	1.69204395947424
did:plc:2aqybdhkgskcgdhm5gh3coqw	0.6917692145969454	6.225922931372509	9.0	7.47481460842088	1.55292812836076
