did	duration_meanlog	duration_sdlog	gap_meanlog	gap_sdlog
did:plc:2chlp7fizcfmcsoel4sx7bso	3.80116464708902	1.43982446451156	7.6921636497195	1.59617195167491
did:plc:2cpas35btsid7k2cbdqaqo2s	2.95595699924394	1.54329504533664	7.80731818881352	1.6065923751128
did:plc:2crmaewu37d56wql7vgdcevj	5.36157118136365	1.09627733388345	6.76339048367482	2.17431799281452
did:plc:2czc2uzlezxe44p3cvkyb2sk	5.22800191141465	1.12378027726737	7.33893188842388	2.62273762211284
did:plc:2d7m26cxytob7gdxqolm7m4p	3.83880773530319	1.32022347671075	8.35156461238281	1.45151811495042
did:plc:2dfjqevzwgoy3cwhc4pfy2ll	5.31350788160331	1.06077304750124	7.28030979009545	2.45387693074105
did:plc:2dgrcnjtw5sutdrmnergudpv	5.073097648073	1.24930161602877	7.32051530634361	2.00302073561998
did:plc:2dlqcm4lun3wld4r4ineibiy	3.80045963978536	1.48651142912729	6.80485861991848	1.48817196766692
did:plc:2dn3qlt7sfyqawwtlpapamiz	4.00573269859906	1.51387288587566	7.64387621905209	1.88750548465276
did:plc:2dq2mblge6ecemgejg7g3hzv	5.87232780814971	0.915595769582483	7.63226385824325	2.22592753911735
did:plc:2dxctqdz2klhxhbfjz4u5hpw	3.48120412617861	1.4880156867742	7.4191675992761	1.91630539506744
did:plc:2dzkk2hdxz5as4izwsxanufs	3.31022908349905	1.5152229335465	8.42384731464494	1.55830076378957
did:plc:2e343uyjnh5tdpredanrgww2	3.11763449298858	1.58282591821074	7.60605815381591	1.71897466359646
did:plc:2e7qpguxwpcqaoo6ssqg3al6	4.06775847920271	1.4252811307156	8.25500004324337	1.82241859330682
did:plc:2ebgm3s2nlubrvlxaryscur5	3.53386346670597	1.49218930426236	7.61974527150713	1.95800265407115
did:plc:2ebzd33hp2r7rws4rl4rizfl	4.70620222630147	1.36949240922458	6.52913703956736	1.64481012546132
did:plc:2eegkwmvhl3eoqwefjp67ju3	4.25687493071684	1.61129623780577	6.28462036962578	1.55272739136621
