did	duration_shape	duration_rate	gap_shape	gap_scale
did:plc:2cbqkf6m2usyrymqf3uwv6la	0.629839521731266	0.00353776736397258	0.610003954877279	4973.13706496586
did:plc:2cjl4nqhn5uwl7mh7c4gh46b	0.71486673820554	0.00398550614378675	0.545383233449408	9347.53002081688
did:plc:2cl3kploadg4zhg6gb4qhcyn	0.523173228709622	0.00469846439999377	0.730847593807823	5790.93384640622
did:plc:2cmhtl2zomajgyfez3u2srsi	0.715378123117609	0.00220502749922059	0.626656969730318	9146.68053921917
did:plc:2cnh4rht23r7i6uvgzhlxbkn	0.72375126921399	0.00280443405657445	0.661038497606378	5788.81985303478
did:plc:2cnqjyvl3qh657brceumjgkn	0.795012770737814	0.00482261224972687	0.883509455865076	9082.80741618983
did:plc:2coieb23spfjzg2clcnuk4gl	1.2476390134324	0.00504299810610952	0.803589356463772	6696.44973080334
did:plc:2cpnne5jgmjzd7jblzp47tdg	1.60852611520606	0.00710029807676327	0.490767548552585	4248.8863691272
did:plc:2cq23hz5wgydneip5533qria	0.724807979745687	0.00226445927648934	0.523833102902711	6355.89212560479
did:plc:2cr6cjyoa2naqi6v33lt7lzx	0.531774516447283	0.00418799216299417	0.671721073319398	6122.23620189862
did:plc:2cu6p3d5aylzwyx3o4czivry	0.731374696374106	0.00399156930209872	0.790571091875533	7591.16169319482
did:plc:2cudxjhhvhfrx4naeri4t2nu	0.729981383774989	0.00225348755789753	0.599394541856886	4051.38906839634
did:plc:2cvp64riehmzdkq5lxxms6hn	0.783481222862786	0.00353486041822055	0.591650908922905	5448.56948870934
did:plc:2cxjh4gzqawqljwbg4f5e7ay	0.705497696631797	0.00950659126924978	0.772045313108069	8378.02119111888
did:plc:2cztnjdaxqo5utiswdmozea7	0.669504718859946	0.00247087921994829	0.479252285828846	4387.59837369943
did:plc:2d3gm75ccoxw77vacgmulqjf	1.39460423893773	0.0116983274695436	0.686038856343245	6030.12730809092
did:plc:2d4ii3nhgpjlwsrjkppbtos2	0.632630209718418	0.0038884752589604	0.58992793518556	5489.79315641706
did:plc:2d7c4ko65bhj443eeop62m6z	0.474282008339593	0.00265679977088225	0.680948733591901	10823.3065605359
did:plc:2dcbxi57hr4qq3mhyw6kzyv2	0.494481523959293	0.00435814981189022	0.616925481703848	5408.42609082158
did:plc:2dcoewscsgt4op4qjxhvvmge	0.677029711009745	0.00329315622449685	0.692902302783635	14198.470642648
did:plc:2ddlgk7rrtrzkeyqutkqkuvh	0.599765332404865	0.00345255283064959	0.497425215063698	5918.31858571533
did:plc:2ddwdir6ljqrphcobxs2awmr	0.67624640654489	0.00439134997017759	0.662817034227685	10204.3271888645
did:plc:2dex756drbzutz7f24z24d4k	0.742543114564491	0.00394001861962092	0.617963726955	10101.284131494
did:plc:2dfymxrf7z4ljpci7tfh7frg	0.737457629749947	0.00374075945347979	0.632196604145437	4928.20772549319
did:plc:2dg53nbvwpyu5xpxs5h4lyey	0.534842192223805	0.00262350049853649	0.553734298758692	5118.0038636861
did:plc:2dhem4bklkqvsrguvelwujkv	1.59548515944617	0.00755156593061006	0.803945057591506	12855.84541046
did:plc:2dilkbdxchljfdq5oxu47hih	0.626625899752712	0.00338836372366414	0.609136764204114	8592.51993489445
did:plc:2dk7r3k24u2fjo4np4rmnyvg	0.613170459244679	0.00493343267596215	0.755475432454124	7946.30975342676
did:plc:2dkmhjbyalaw2mw2h33ndobz	0.71513599072601	0.0053322668951752	0.649954101106351	4476.95553832385
did:plc:2dnhu6m34ysbloyjcinstytg	0.714505319278842	0.00679760544805036	0.818691912476097	8418.363591483
did:plc:2do5olfjjfxj3hhcv3nq5zw3	0.519753601986749	0.0037656600981687	0.624412055138724	6385.47959500639
did:plc:2dpa3biip4glululsnfyjyr6	0.567529000161028	0.00254571882043481	0.4734994978076	6911.89028407666
did:plc:2dqgikya4gvjb5fyadshe7mj	0.674925169538092	0.0031881868411058	0.730872749367832	9699.35586678985
did:plc:2dt25xaeudlxtflpkoaah3ni	0.629984097919071	0.00458472563649811	0.698917345034652	7401.63194865815
did:plc:2dtglueepuwl6qogeldt4z3e	0.612202998394603	0.00421669553385474	0.544833206766151	6505.49346662913
did:plc:2dtqzk4ge5p4bxecvjzupjgs	0.715239382740208	0.00517814757070442	0.619776468061466	4755.32266103227
did:plc:2dtve3vuomrl4kdcgbfiydpv	1.66584645707287	0.00491472139763867	0.830704031933177	18297.072591647
did:plc:2duvqtdcwjgjrodrtd35rvjw	0.397658716614961	0.00219682405481073	0.503086758780911	6141.16233721261
did:plc:2dwsbm5ssm25ceuxv4i4wzni	0.732508094061002	0.00532281171461544	0.60401030904824	4914.98538414334
