did	duration_shape	duration_rate	gap_xi	gap_sigma	gap_mu
did:plc:cogf37yyctibcpmw2zeyrmev	0.617184942868213	0.00338326712136038	0.7723602846838135	1939.076019457821	0.0
did:plc:coh4knp5chkrnqxhl2q6ueon	1.31802077867572	0.00499426296096287	0.7915264697743617	1427.944769516698	0.0
did:plc:coo6o64yyqhuwp5n2yni6ogp	0.534565626707028	0.00207742345287518	1.032967037886509	573.6698953523761	0.0
did:plc:cot3xai7uuyklfkasutufsud	0.610165013388523	0.00202061004255187	0.8334140989671618	350.23838209467027	0.0
did:plc:coxw42c3q3ipmaujxv3vwvjv	0.665142788502391	0.00323671730230891	0.8218065101519889	1033.8548419294607	0.0
did:plc:cp6rwmkw3oqez6xwjjvoyixj	0.584175240999178	0.00477646354415708	0.42204897682312853	3562.052459449299	0.0
did:plc:cpfucjm52usyrfun2zid6s4a	0.719710995107072	0.00401845765324314	1.30771711318861	683.6202162472171	0.0
did:plc:cpgijjt7y72w4oddwlotzcke	0.724526909486396	0.00412504221246503	0.7934652803146268	2334.784991131262	0.0
did:plc:cphzb5mmpkpszo4q5g2jo2co	0.634218813733733	0.00363720368637033	0.7189363718366361	898.8026740902372	0.0
did:plc:cpjjkcsfcpa2daf6ouquvl2h	0.760861040083207	0.00493022188055739	0.546683307805476	1406.7191423535303	0.0
did:plc:cpmw3jfbidd2sjwwxwonxlcl	0.459461341815427	0.00213315624594271	0.714197745502822	1887.01451489129	0.0
did:plc:cpnt3bylxd75cvufdh4gb4ir	0.79122248818494	0.00452534086021535	0.63149131171787	1735.20949460369	0.0
did:plc:cpqgjlhxe7ne3bjyny65hxz7	0.815903016322254	0.00314340603404919	0.6982503617015814	582.1404152463124	0.0
did:plc:cpzkrpyu26jia5wvc4rllflo	0.71997249643628	0.00260212965407481	0.4440890207283473	6949.746977601727	0.0
did:plc:cq2o7nd3n3hvu2cgxvizm5nx	0.741299470191019	0.00242869522815911	0.5929560267583068	270.837221279162	0.0
did:plc:cq3ndyfkij5odygajxzlfkpb	0.682510282703942	0.00370993770012604	0.7066773655692834	1089.9253292364351	0.0
did:plc:cq5daufnnpax66wosynbruhu	0.697785147524671	0.00222132552994043	0.8664577066659593	485.5134596220416	0.0
did:plc:cqxk43pcrir7owhxu6lhj7fi	0.573230642748718	0.0105031295980932	0.19847167410761543	11523.0213342476	0.0
did:plc:cre3szemxvelgwxfwjwliwwe	0.753990064034903	0.00331444395949473	0.6885177338713631	790.8756349385203	0.0
did:plc:crhb23qf5a4dysglzdjwywah	0.72968802949846	0.00222072763706598	0.7405377490119514	1398.9108122631058	0.0
did:plc:crlhujkyoefsmtcz773dwffi	0.78186419554597	0.00265554850226561	0.7587114362493107	917.5078099101827	0.0
did:plc:crsfdqdfeikc3fyvruajtocx	0.525152084852498	0.0032309153201578	0.7299578638158107	605.4878389740311	0.0
did:plc:crvo4w7nh2dpmdmipy6xagwy	1.27333856308513	0.0070975236660281	0.3230788104431447	4442.150955063459	0.0
did:plc:crzmcrmkvragqmevfjlktf7m	0.593137391651115	0.00361006779046948	1.282703732206783	709.3670760722674	0.0
did:plc:cs5a4xarvzevyikgjo7iy5lo	1.26993801878865	0.00795164886201683	0.7977114924089354	2523.06896456029	0.0
did:plc:cscw6a3tlb2gnf5qzbvaknob	0.643306941961865	0.00373414079790788	0.835278809324416	1097.8099966055222	0.0
did:plc:csi23zqtup5hn2et5sasb3ag	0.691973133309481	0.00372310561700065	0.635758509210574	2240.95317577548	0.0
did:plc:csjgusrldqttkogkjxa5r2or	0.782901988925747	0.00758590504544659	0.5244153790210908	2736.507827207492	0.0
did:plc:csmeqbavgwoysug5s2yesaga	0.590008151535123	0.00379639002245394	0.690533086772292	1831.72717888326	0.0
did:plc:cspdvlajb5siz27s3y6ycuyz	1.91649555259716	0.00680935407299478	1.4045746906604888	506.342615592207	0.0
did:plc:csqyaeoj3cg2j22rpzxvzbdz	0.846568988073427	0.00301219405185791	0.6808019048488142	1811.7520487546226	0.0
did:plc:csstl5jjrcykzjev2qm2nnfd	0.570589425169269	0.0036639978090512	0.44388441852173	4067.12069043764	0.0
did:plc:csz4z5ihuwnuba4aqpkfbk4r	0.650784856564072	0.00544426280660563	-0.263405807567793	19716.6893465949	0.0
did:plc:ctjkvjxf6inwsaai3qbiimdk	0.728196003108778	0.0030188841189375	0.475283470523497	3537.65823750779	0.0
did:plc:ctjvp7zsa5c7wiypbux7ctfr	0.762295363826173	0.00394589398125349	0.5769911625043749	642.0775006313633	0.0
did:plc:ctorbj3zr2fd7aeegdnssy3e	1.54809891960647	0.00514993459571019	1.5741422577354032	363.8908414841018	0.0
did:plc:ctoujpadqaajxkwepvpj7mrv	0.810291404635945	0.00559855661583781	0.7273540822050142	1038.3169480971278	0.0
did:plc:ctrs42xuuxcumo45vfacgdbz	0.707588771654625	0.00435809973374001	1.1830745313468796	1650.0570104813605	0.0
did:plc:ctwbq3hkkydn2t5pco6y7lfk	0.698387063605548	0.0036242368510209	0.31077733872863295	142.20848893190373	0.0
did:plc:ctwerljblivalk7ypykiz3er	0.82677416702106	0.00366173576340781	0.8658117758417178	1428.107887687718	0.0
did:plc:cuamm6s3drnf66cfz3crgi73	0.772544758133392	0.0039288342019266	0.743383404130611	3169.58644167659	0.0
did:plc:cuea6iwfwgtjx4xgay7nx2wn	0.776042244044581	0.00346252843502216	0.8462372155837844	1366.4684349929241	0.0
did:plc:cueo7vztaeyftmlh3t4jxmma	0.66794824790971	0.00287062698072632	0.59265956100607	4356.26211026165	0.0
did:plc:cufhe5khxpqwleaeready5mu	0.591961752678082	0.00539048834462646	0.7723401181026457	1791.8398177606707	0.0
did:plc:cugmuhbyneteofhmwojllyw7	0.519813944052524	0.00498303760947017	0.8367208464421605	1769.9435331754682	0.0
did:plc:cuhvybaorwaq32vygydgps5j	0.701153223587871	0.00984536747361776	-0.782381979822997	34576.2923550408	0.0
did:plc:cujcubf6jfdbyxojcto4kyom	0.698082897905059	0.00276354542349884	0.5853265447923028	840.5006911393671	0.0
did:plc:cuvf66wjlhhepknga75gb7af	0.492360141162399	0.00395316351259402	0.5202379782876024	4670.687696924934	0.0
did:plc:cuyrwc5cj2p4kdd4iyyhjvmo	0.841217839665388	0.00416491459028648	0.702562312984773	1183.14399700965	0.0
did:plc:cvdb4xzsruo5g5fwkuekgtrz	0.651858196643086	0.00376109580679589	0.7624608153322341	2134.0102320002097	0.0
did:plc:cvhzp4oqk57twhhjji5o2b3t	13.0623527966591	0.331960542815951	0.7147025675716713	300.1750783801019	420.0
did:plc:cvumjck33sy55tmg4llmdgtr	0.692066416427124	0.00344020183107804	0.9794070729311034	788.1323133278412	0.0
did:plc:cvyyh6lb33w2gb2nmbg26y7a	0.778502408851604	0.00354334331306525	0.575314567100951	2083.711358213664	0.0
did:plc:cvz6lauost2bjhyin5grxyk6	0.595960937472851	0.00493600260083546	0.394614782142127	2053.6146374635	0.0
did:plc:cwdnbbhk5xy32dehipxmtht4	1.25523065285085	0.0121471957976229	0.24739232403511033	6559.727297098516	0.0
did:plc:cwegqvbejtnvl5jsv2b7djiy	0.65537764361286	0.00266917904865064	0.8561903732493935	774.3239909203833	0.0
did:plc:cwi4ifwjycjkw2nueanz7mv2	0.695898413942551	0.00220073467813411	0.9902118390587282	4090.244629611727	0.0
did:plc:cwjajvvkwnohkcverxy2q7n7	0.671494933794698	0.00225742425032511	0.6965351247216992	426.4572711012365	0.0
did:plc:cwllabtvtqf7wotqcibffw6r	0.825015667735628	0.00214702612189847	0.858142640727844	497.0999283103948	0.0
did:plc:cwone2d7bkupkaxrqilz26zz	0.658894701883035	0.00517378113572727	0.783677028509706	2212.02698731088	0.0
did:plc:cwsm6vxtkp4vupp3vkngdtr2	0.582896694150541	0.00571440566337951	0.37227024286365	4503.66914550836	0.0
did:plc:cwvrifwqjp6ar2aiiyburvnj	0.842902315998698	0.00288537126382437	1.0377094168130825	934.3258793180343	0.0
did:plc:cx4tmjad4tqw5bku3opuswhy	0.761125653378836	0.00631807188409471	0.8020120051768274	1232.040275444719	0.0
did:plc:cxcgagpezv5mty572xa5zkvy	0.739986381450061	0.00305887298232541	-0.614088063781048	28910.8205089148	0.0
did:plc:cxcywkwl5vz5ic6okzg6icke	0.56162153008458	0.0037351430747977	0.6295630339090718	1530.7580936942877	0.0
did:plc:cxfk4byxent63miy3sv4mf2i	0.732860639941348	0.00503691661734506	0.6231143372301805	2753.1205379364123	0.0
did:plc:cxipgvoeezl47ztniivmtgvu	0.5298604968874	0.00421408522361918	0.612391008503273	1472.25190200494	0.0
did:plc:cxnop3cjj2llsx4blnto6dag	0.433029997237508	0.00275532525571327	1.1924636065479823	620.794756383836	0.0
did:plc:cxrky4xppmqcnxjsgan332ld	0.641680191995699	0.00728180676930016	-0.330152191670041	12434.1636850571	0.0
did:plc:cxsbjrer3xb5adavm4wua52a	0.615195446759516	0.00278414175768364	0.6840187281185043	796.3107578118663	0.0
did:plc:cxsrej7os2ev27f3vfkrr2ms	0.746923246088778	0.0022813617675936	0.8874177704124784	414.5023627551816	0.0
did:plc:cya5bs2afb6glv4fsgr5cqsp	0.802938494286293	0.00242426698158493	0.9812371054894895	1135.8897923526124	0.0
did:plc:cybecejwmx3l2x5o4yznrhvs	0.814410466617788	0.00335421688437708	0.8467489911087339	513.2305750284811	0.0
did:plc:cyc34vmelrr4vvt2vncrxamq	0.588211474337293	0.00241979251660419	0.8612854751004322	1019.0795444387568	0.0
did:plc:cyddt6zzenrf2tfncggrhovi	0.536451948131067	0.00303098730027477	1.533722137033716	677.8501624309753	0.0
did:plc:cyhnhlsj5uta54ufnfafki3o	0.537845585908015	0.00302232971532842	0.7989211433980058	578.2975067719951	0.0
did:plc:cynm7xc22puvtpszxsefc52s	0.565960594235287	0.00271205295652063	0.966440790267284	768.2353595656374	0.0
did:plc:cys5esv3pgg4dqxuz7kv6jvi	0.781008637838857	0.00418228817664454	0.538756529277247	2113.13872601607	0.0
did:plc:cysvmdboxi3rletjvehapivz	0.54226953044952	0.00834638762421008	0.5074854906725302	5486.925665043331	0.0
did:plc:cyvdqog32jvgibgfqqrmb73f	0.692755696529447	0.00545908884163837	0.580969707774645	1889.16818098255	0.0
did:plc:cyvmbvjqaaer3tvajapf3gh2	1.52739826363202	0.0065252753157334	0.414025792713578	2239.38835501762	0.0
did:plc:cywdqjmsovqzrmknwtazzgsa	0.572815958819	0.00329406926324534	0.8595407042380713	1760.0500904007463	0.0
did:plc:cyx3su37jv46afvlb2jphcva	0.497457866777379	0.00274087831641058	0.7642603859783934	639.6558600422583	0.0
did:plc:cyzghlmwxkydigppfy7tum6u	0.807923241457804	0.00528758636302429	0.4940816855150583	1627.153080137427	0.0
did:plc:cz3qu42uhxt7prjhj5jfn3f6	0.684736039232999	0.00206553727418705	1.9156437540125617	528.4359806938398	0.0
did:plc:cz7mg53ba3w47zrcy6rfjvv5	3.08929343041924	0.00425065334875226	0.164549187073102	10414.4884641811	0.0
did:plc:czfice3ke4lhmdxgzloylxha	0.572404770047204	0.00468144471495309	0.8582137677108531	1705.3659193801193	0.0
did:plc:czhpgeilwvlzsstivmdgcmm6	0.699321061534039	0.00721860194297295	0.622976611897807	3096.58136987508	0.0
did:plc:czjhfyozxduroni2yehfnj2o	0.682788912891759	0.00441487912665301	0.5636180390561413	2780.0142829964743	0.0
did:plc:cznl66gaph4e3hqi3wze6jc5	0.802190611769888	0.00669439050894347	0.6322208826794765	2623.2645532688443	0.0
did:plc:czob2egf73qzd7rhgiqrsxfa	0.796479629902958	0.00475874547468434	0.515132855890618	1180.295184661251	0.0
did:plc:czue7axef5xyme3eurstser7	0.569775335490213	0.00390983662241037	0.27954162273030775	4124.802231059054	0.0
did:plc:czvmwpr24uhuhfevuw5zesbd	1.34836645418059	0.00248380863072806	1.161599245197772	224.2267282674687	0.0
did:plc:d23kth5b7l3xfjbckzkuys4x	0.56522085615666	0.00419580180142174	1.0137674580926372	1192.3112562120125	0.0
did:plc:d2d6ohwxsoxnmcy6245r6354	0.591971719921023	0.0030486266021191	0.6065738589628142	2164.233055089071	0.0
did:plc:d2dljs6twpkooaega24phxna	1.36877482574774	0.00981447052255844	0.523700407010842	3107.29055392649	0.0
did:plc:d2ltegrukmj7rlc6yrsyd5z6	1.3943758864437	0.00281602954263599	1.8867015861408871	444.2604732580699	0.0
did:plc:d2pnlxlxajvnbdulcylb6wsy	0.568773446348586	0.00511609042208575	1.1567107340635754	576.81960840852	0.0
did:plc:d2tc5jhofwxgbx4oyegsg54y	0.706813563270135	0.00247931262130155	0.676668112143649	4360.93832577417	0.0
did:plc:d2x4z5bqn4kmduvfqtetgf3t	0.571938526606368	0.00397414815312631	0.6070783371803173	2814.3606104131886	0.0
did:plc:d2zcwf2mmgm3i5pc4hkvjtdc	0.493537630360006	0.00369624329658867	0.798205412872427	1322.87662932793	0.0
did:plc:d3bjiivu6wgx5nh6b4p7e236	0.771697511041685	0.00241883639112394	0.7268672098849718	1611.0221320051203	0.0
did:plc:d3blkgynnwi3rp7vak25pfe3	0.792529848856346	0.00240094798337706	1.5465310456285428	490.66245232488313	0.0
did:plc:d3c7uh4g6pcvam4fhz7rl6lq	0.733222491342019	0.00309438173086217	0.6206085713547086	682.3225967463619	0.0
did:plc:d3d3my4rv4smly76iv5jmes2	0.717855455294791	0.00535145181197391	0.6407969632984996	1973.2862067419044	0.0
did:plc:d3d5z2lpzgy3ow2tgoiuz3m3	0.792161375003449	0.00297538682510024	0.788890179071057	685.1945013331416	0.0
did:plc:d3ivivnkdfrb5uhddkp6plmd	0.676158392149818	0.0028403023569086	0.577174273564129	2684.45034375695	0.0
did:plc:d3lrs7wmewsx4ypp6hovgejo	0.751805398894716	0.0058128202238541	0.6041722118198493	1867.1321393224196	0.0
did:plc:d3nrjdsyapojiptwiy4b4sie	0.681900201621903	0.00312532199785488	0.7248649481369058	702.0177148331034	0.0
did:plc:d3qekew6fjee5db64jdxpruz	0.811677489923068	0.00515227308940106	0.34032209197931174	2201.056550334029	0.0
did:plc:d3rszjnyswbycgmqxruhqylj	0.748992262786393	0.00288122984124534	0.8685124051218731	1095.4725575328705	0.0
did:plc:d3ygdggsxihvz7aonlckbb63	0.772380364866666	0.0048555958163195	1.232289823917217	623.7670831693296	0.0
did:plc:d42rntj5rcnnwonoj7whcq4o	0.78698126273623	0.00346671605903157	0.437176575910378	4896.45143577136	0.0
did:plc:d4eok3fc5xvnwkd5isk523qs	0.817037860444628	0.00328508139954957	0.6564650033275093	500.32615602445264	0.0
did:plc:d4epg3trz5gw4ozs2lcasiyh	0.571364281416995	0.00207023526158316	0.7048932164267666	790.3263815353329	0.0
did:plc:d4eslxop5wocmik6mln2akyq	0.74712241732387	0.00345414313827382	1.2311803127288252	434.52966640848734	0.0
did:plc:d4ountaruilpipwgstkzyqnl	0.561962480508417	0.00272155204336231	0.8420360024186976	3268.2366003332877	0.0
did:plc:d4r7rc7hj4fbkseqyzunyopn	0.466109931941341	0.00270405021451991	0.8445559538100447	816.4357924725931	0.0
did:plc:d4wfcoion4slqvmxez24q3xh	0.723389798138028	0.00357976589847866	0.8134022941425157	1464.269576174869	0.0
did:plc:d4xb2g6vzdkjujcwjclfln44	0.595677093994446	0.00412769418139939	0.7928271948706329	3734.285773981166	0.0
did:plc:d4yx4gbt6e4quynu5xjt4hab	0.733888511870241	0.0073362044136964	0.7625048797170145	2400.5457691181678	0.0
did:plc:d4zqkccfxanfcvzdl3ytxnot	0.540657441656986	0.00381208273836564	0.6315617430171281	2140.881096134666	0.0
did:plc:d55sxjsr5xarcljspdhj2xxv	0.713887864421668	0.00389691140152501	0.7188684016052702	879.4255427413875	0.0
did:plc:d56iviqjsta4pfr7gqugw52p	0.762118098062175	0.00436672017634083	0.43486876406216113	5804.858249943141	0.0
did:plc:d5lazbpfrizrljxoaaczz2az	0.562874054532697	0.00386371544853964	0.574039550468319	1917.67280557633	0.0
did:plc:d5nrfir5hjanjpzbicrnxruv	0.515660261253851	0.00524950315096835	0.8614434905113976	1308.6632128923902	0.0
did:plc:d5q3cydrztoemafph6kqmkcn	0.685803363012506	0.00294419898489387	0.6423201883975826	1517.29061161664	0.0
did:plc:d5qqzvwcztr2zmkjderdnxy6	0.62623020649582	0.00302467827760488	0.6850075786246418	911.5151127779119	0.0
did:plc:d5uwozhqoh2ksor5xwjl5ne7	0.759790997861859	0.00523996469622481	0.601798453430342	2088.36286940671	0.0
did:plc:d67yij3qtwp3o53jyvqooeqp	0.662781132976394	0.0027423709469438	0.7458353602042442	735.9484136483198	0.0
did:plc:d6aq3pbjhvlxlrym5jrv2yni	0.693853620844038	0.00536501100360399	0.703570055478807	1487.7327020088412	0.0
did:plc:d6gn2apa634svicme3yz7apr	0.717002666654973	0.0045637500854721	0.662109442339576	2487.15487578861	0.0
did:plc:d6hzuslyonzcs7v3ns57bhvq	0.502950645370826	0.00451333849647257	0.8561152550272934	2401.1489779916983	0.0
did:plc:d6kk3dr5bklrwadebifbgdgw	0.789929064778595	0.00427856298932996	0.8679997411954027	964.6291461260155	0.0
did:plc:d6nnstowjtbox6ufjeeaj73s	0.692882160737716	0.00223165361034144	0.8232227871696282	623.8353386404503	0.0
did:plc:d6p3g5wvqzo47v4uhueeg3be	1.37930731899782	0.017635629137547	1.3586207017613245	863.8633507184838	0.0
did:plc:d6vaar66yfezvtjqjsawbz2w	0.705333650468506	0.00676707641465348	0.5633499157887484	3286.0934696675654	0.0
did:plc:d6ybn5fv2rtfz52nip7j554b	0.624033302419759	0.00370908448224913	0.9386703911624915	1369.2249800718228	0.0
did:plc:d724riil7teuvhx5uekydddq	0.756786394452802	0.00313788684962902	0.639178302808933	1279.3083136745686	0.0
did:plc:d754u2c4ol7u2g4lsybyo7m6	0.66795368508035	0.00436562686930008	0.7657508302458264	1300.310952650092	0.0
did:plc:d76x4simkkwh35oaironryrv	0.78322568199235	0.0048554726953789	0.8078851618561089	1270.0820683412246	0.0
did:plc:d7be4klrzz77e6a2b3dsrpmn	0.435321300181188	0.00244005119866577	0.6358407976981078	1378.024851966051	0.0
did:plc:d7h6utmpysewdbwnlcge6wui	1.37908029287518	0.00779287785325238	0.77014426258277	2406.63404181374	0.0
did:plc:d7lt6iljo6ndzo56mgbeooi5	1.36752555429254	0.014864682136373	0.46886819943505975	4398.712757540844	0.0
did:plc:d7njwila3b7rk25lux64niuh	0.541343736314228	0.00327896047607914	0.4937640468402314	698.0010174649902	0.0
did:plc:d7p3otwqbje3iyw7vgo46om6	0.707118889905159	0.00322969690618561	0.7713551701498736	1156.838145374507	0.0
did:plc:d7qimpwdcpverlafng473wf6	0.845281562781482	0.00263130273637335	1.056284222569364	634.9598030161529	0.0
did:plc:d7qio4crvfvjq5efxdh2ribz	0.526726252189788	0.00492416636402548	0.6881844402492046	1689.6058041090355	0.0
did:plc:d7ubvq4wbtf3imuzq75jfqde	0.713266720521913	0.00365248059168602	0.7610164781343777	891.5287823660474	0.0
did:plc:d7w7hl5zbdyaubssiww7bbk2	0.724964458420071	0.00444662853458531	2.9131083002429996	326.26812962721596	112.0
did:plc:d7xkpsjzx6oga4xiu6mugdzw	0.791036260873845	0.00289843975166708	0.97919147035771	1460.3551181278028	0.0
did:plc:d7zt5p4xvkgmslzl74i7256a	0.781037971967172	0.00467193901558151	0.44034326604253793	2271.3870240169817	0.0
did:plc:da2z5obpym5hh4zysgl6s3nr	0.867753583251167	0.00346946510804529	0.7171880776948968	854.8740260599851	0.0
did:plc:da32rtrws5xs4copekm3hugy	0.538420790365096	0.00531396450387005	0.5529211127717655	3262.388621927183	0.0
did:plc:dacraxlx4kgo23y4kfjhorkq	1.45304114577596	0.00767823893267809	-0.557381545381703	17969.0950376545	0.0
did:plc:dakspo6fcv67xygxzrunz6cm	1.39004360700358	0.00308100546275486	2.0283123216261343	298.7374882779487	0.0
did:plc:dap2c5ewrwtnl4uov5k4bshm	1.16164220659491	0.00353620468323697	0.549044325623137	336.5835746121362	0.0
did:plc:dapjopwf4xs3icbmteedtjly	0.703033000493921	0.00339235407699866	0.7443712848655815	599.8000424867719	0.0
did:plc:darlja2coszzu6errw4m2azt	0.619124352525766	0.00719063544739794	0.18423608361557628	8663.471989799966	0.0
did:plc:daxt3orsmacoom36eobpocyw	0.713296375310746	0.00284353290791706	0.6309218957831967	1537.0898329342274	0.0
did:plc:daylg4t52fztyotsmxpwukbb	0.593625490006999	0.00423660612114461	-0.213606042693304	20264.9051143905	0.0
did:plc:db2nlbhq3ymt3dz5ndy2sows	0.771003873650222	0.0030471968905225	0.7611634700545505	591.8223558808872	0.0
did:plc:db4u5lgscdmrvhstuxl5n3p2	0.668453233446724	0.00594400168656192	0.7834181029436336	2717.976731655871	0.0
did:plc:dbcke6i35yc4b4whvqqsgcom	0.799525312789323	0.00253633789630332	0.6306403956390736	2386.780776993669	0.0
did:plc:dbcn7wl2gzxb47mcg6wmrsqx	0.573179388915405	0.00218242054420051	0.6662047010270421	869.0269342412433	0.0
did:plc:dbhahp2jvntbchj7fxwz3ibr	0.629189742137555	0.00421519756505097	0.9332401719203376	985.0582387297517	0.0
did:plc:dbkl2nukur7wuzej5cibtecx	0.614357076415011	0.00313726719009363	0.8768387866739821	1784.2690361224195	0.0
did:plc:dboi75j6pjlvgo5lob4zhpiv	0.523969198941139	0.00286580011645468	0.63180833579054	1152.9156655024008	0.0
did:plc:dbsenqgsx7gb3cjojvdkzeia	0.518640284793167	0.0024904545439374	0.7047877279527315	1822.2741363090952	0.0
did:plc:dbw7onizordedevima23cnlt	0.613172801898432	0.00494534650057138	0.755309164635286	1696.3721587042305	0.0
did:plc:dc427uqyxrdvxeb2mus545mt	0.568075811256721	0.00379090295922131	0.6585546935783887	894.1275752576978	0.0
did:plc:dc7uj7hvld2q7op6smujk4wj	0.679748252254712	0.00479199067008219	0.8762444449608421	1324.0142345400507	0.0
did:plc:dcezepkkcmkmmmg32prwg3ua	0.694933489642378	0.003250797023649	0.667926921280388	1404.32951788028	0.0
did:plc:dcfij542z4ndpkjmrbrldhfh	0.559559739943667	0.00210503832834044	0.811994534244601	624.3831124032943	0.0
did:plc:dck5lsvq3fd2zzbozlf4spwu	0.665759632630491	0.00565235382328677	0.5005664313214235	2062.0465908976203	0.0
did:plc:dcm3akdnmvaqww34zt6ial3t	0.597820346241912	0.00254827245985441	0.834459592736947	1043.6194296390531	0.0
did:plc:dco5ycq2ugnbsrenmxk64duf	0.732986806785319	0.00252009677416823	1.0074866858361156	541.6765203664439	0.0
did:plc:dcqhxblbq37mod6knl5jgd6d	1.23308400683688	0.00898368070517439	0.4267235616717209	2688.1377002384083	0.0
did:plc:dcqnkk2y72uarsgtao75rk6x	0.767690629222743	0.00467692215067978	0.5818383711083422	1619.0325098726837	0.0
did:plc:dcvijc5y2e5nzawfqbi7xo7g	0.823460167935947	0.00369697211721075	0.5238513420750656	1283.8200384752365	0.0
did:plc:dd5tbwcdb6smrfswdex3ts32	1.33722418680559	0.00539480475960723	0.924242503524806	1406.9303348007772	0.0
did:plc:ddgvjsakyl2y4i66hbr7cjkx	0.612439287910368	0.00265667635396347	1.5519457183235275	539.2922723318355	0.0
did:plc:ddkrrc5usldhyksseadbz74b	0.725306331373604	0.00492899131844897	0.7649124782656319	2011.8680216946273	0.0
did:plc:ddlcsgqkllt7kupkigsbznix	0.700564587815314	0.00431530855816718	0.6532062277825768	2575.119820832711	0.0
did:plc:ddmc6ajvguacm5e4suozgwnn	0.702568329080157	0.00570791429231597	0.477622243610009	2057.92977183445	0.0
did:plc:ddneepp3wq22ethbakrpbjr2	0.830261765435589	0.00494088602962471	0.505685306858524	2603.3163718118058	0.0
did:plc:ddo2sqibuwq4kqufq37ktwxj	0.558916832420329	0.00431543469801942	0.364808042994559	1145.65791172562	0.0
did:plc:ddvus7otnqtlh7fdooxm6qat	0.617711751432053	0.00381463441699974	0.6300038644977434	1513.8932513450031	0.0
did:plc:ddw2zp3nblj3wjurdz4d77g3	0.766199472002828	0.00311260693739316	0.9534044785434017	650.8093254110928	0.0
did:plc:ddyno5fjyzwvxldczg74yjd5	0.725756645743669	0.00631250574668814	0.5597369923747725	4602.586183895806	0.0
did:plc:de6j2z27efnj55z3w6cbiiup	0.657451062169083	0.00306618594396798	0.7566850157906635	916.5863693147091	0.0
did:plc:deaeuujfzysjlpwidw6uoakg	1.34592227050313	0.00826545191498222	0.42444366896699903	1769.9162665397514	0.0
did:plc:dedwv2rxuv5mtbeqsyhqqwrm	1.81545753117846	0.0164474319496014	0.498060604416923	6267.27650306554	0.0
did:plc:deflkdtgcvprx37lkujmm555	0.69993846116145	0.00898230645299327	0.248368284103106	10747.716879467	0.0
did:plc:deh5gt4ravisuewmwn3sfl6s	0.751932026661881	0.00343200072776637	0.9981066624603321	960.5927030742268	0.0
did:plc:deoi54e56euezunay7gcsklq	0.721561271735081	0.00212983357347806	0.479383030214246	1383.06213245091	0.0
did:plc:deoqhmdammqqj6x5oetgf5et	1.48362778343101	0.00821907741467305	0.3375907655170534	4695.710247401202	0.0
did:plc:dez5zrzl3gdijj6b2qi3fpgr	0.619423185449981	0.00595399506860245	0.582834170980274	2475.77395722971	0.0
did:plc:df37ggbzvoa6chyntkhhngui	0.642325957272426	0.00201265767565584	1.3295660451806617	661.8639160483174	0.0
did:plc:dfdn5h5ejeloscqpou577jvy	0.798744691760582	0.0038693414308289	0.9154459456271842	548.249979781943	0.0
did:plc:dfov4qwkkxm2wtnloti2mhp5	0.722624234450551	0.00385740204717295	0.8128719320097942	1889.157049526668	0.0
did:plc:dfvec2bw7eqvc4oon5pxmkdh	0.824306300186723	0.00309032751228268	0.5282347348003941	884.147546254436	0.0
did:plc:dglnfeh6fhrc4u6h22ouecnc	0.609373096852814	0.00272572452415731	0.7937444042810329	762.1893647855619	0.0
did:plc:dgmwhbtcjbexpq3kzcs6qgyq	0.752606049689447	0.00446436661652661	0.6689782374923543	700.9309389457761	0.0
did:plc:dgnhvwy6cmbbjrwq2agsflka	0.73748031262442	0.00389781817875126	0.7120372856088094	1682.3709986932333	0.0
did:plc:dgufpjb4umhvmu4tlsciixif	0.683205847132657	0.00261068213474411	0.6132093453748003	834.0187490611715	0.0
did:plc:dgugitrnjklelois7rjfrsuf	0.677802750007346	0.00458708066317815	0.63208471469374	1902.83817065463	0.0
did:plc:dgvcic64ya3f4mwfh63ozbgf	0.609283240758947	0.00421637062556619	0.5925107972410651	1588.516850236192	0.0
did:plc:dh3v4e4vvcorfk65jjiuaws6	0.573055731728953	0.00347548473200566	0.6264866959231283	1506.4420750988547	0.0
did:plc:dh5yimfw2lv45my3a6lxy4f5	0.752200233774204	0.00443175193012163	0.9127980610800014	1376.8126515768085	0.0
did:plc:dhaouigllskwcyekg3bgpmcw	0.593780242669685	0.00310393171986175	0.7151816581838849	1453.3534196616247	0.0
did:plc:dhiiobrr37pikvmqfhhat6yx	0.750768101662221	0.0050606771019804	0.5138954444083966	965.3647050044407	0.0
did:plc:dhkz4hb7hvqplkyp3d4opkov	0.643798466237396	0.00455690099236932	0.6729386947561811	2086.6733027568785	0.0
did:plc:dhnmnw44uugtrgfmq3w3chxm	0.765261294970891	0.00341973039952926	0.8542025698494748	1460.8788447715126	0.0
did:plc:dht56ozdoy3pdru47vx3tr2y	0.780736942005876	0.0105845359695393	0.37430469793499	4188.86482547619	0.0
did:plc:di242bjlin2eif5yraqff6p3	0.609258088802192	0.00296834803949732	0.8703023690108285	1117.7237188627685	0.0
did:plc:di2nwrwyucvtpbc5xguk5yqh	0.831214212483071	0.00322337501282846	0.6200842502825182	1505.7629672297248	0.0
did:plc:di75ctctctczaxk52lvkxtun	1.33751432180591	0.00630986973927301	0.726972636366534	3406.25888508152	0.0
