did	duration_shape	duration_rate	gap_xi	gap_sigma	gap_mu
did:plc:2lfdsspdvhlgshel2ypbw5qh	0.872050725854979	0.00318045340365021	0.8013566381507392	684.993620050778	0.0
did:plc:2lgc5ele4pxnzpwmgu6glemv	0.599798209160899	0.00330901078111433	0.7309330251107817	1923.5552175634602	0.0
did:plc:2lgsbpo45u5k7l2pzjyoibgm	0.826070213328563	0.00444992848445429	0.6689650699827902	1952.8512854749747	0.0
did:plc:2lh75owheylr7plb57thpduz	0.534863032303061	0.00320313312462928	0.49306558769079883	1347.693896168857	0.0
did:plc:2lhsw6cyyfziuys3qr27ytp3	0.749364384215797	0.0037955642539596	0.8199537385694071	1000.5869265706284	0.0
did:plc:2lkqw5uqprk2qz6mwaf2gah5	0.778303239443234	0.00464916904066665	0.8514456095154759	843.3450203801935	0.0
did:plc:2lnhleg3wz3jcgrfu7diw2d7	0.673681868806083	0.0029297108673941	0.8267794237293901	1674.7162476707272	0.0
did:plc:2lo5buqrwkm4a5lcacv3ljif	0.65419647761981	0.00266755867187689	0.9918735314609082	327.93397767935704	0.0
did:plc:2lpaoeyzurwftyqh6hxoookh	0.546015272967534	0.00373770243781062	0.6090770021770833	1384.338964179984	0.0
did:plc:2lq6vkhziwhqqmpnjrwxueq3	0.746700730906181	0.00314240320937093	0.7379658985765924	1138.133350269047	0.0
did:plc:2lsbv3bsj4kfscx4zlb66iyz	0.599013189220655	0.0114260257870022	0.430859267465765	3939.63827314792	0.0
did:plc:2lsucqcrpvestpimoe76pxtv	0.709662698514809	0.00462757877399913	0.609467251163305	2295.35835708932	0.0
did:plc:2m5ahrmlrxbbr36q6gh2rn76	0.427357487713075	0.00200671585496764	0.6336376411008057	667.6593330281822	0.0
did:plc:2mdazvb6obqml4zcb53n62fo	0.747177789135202	0.00330136775363756	0.745448963194775	1219.7299120268037	0.0
did:plc:2mw5qrtv6ogalnhgye2hg4hl	0.459749558690223	0.00235968778463584	-0.0791346408275304	599.936252675115	0.0
did:plc:2mwml4kkivfcme5vta6yh3mh	0.643037227799001	0.00682683059991053	-0.126531696901779	15968.4286956823	0.0
did:plc:2mxgohevoamm6kbtjh7jqtcb	1.21984058561505	0.00342933702919273	0.449661941646221	2141.27301184614	0.0
did:plc:2n2dejikiq3y3rrg45gtw6si	0.722147256155797	0.00238882968193514	0.8140156919645248	387.81550691696117	0.0
did:plc:2n6xyhowrucysteezwav2hxm	0.84009530632688	0.00247980221034736	0.6394067213234883	740.8896524642448	0.0
did:plc:2nakzobyutdbfw6zyrypab4y	0.606919550376383	0.00315356097211564	0.8364696003584193	839.6582024254367	0.0
did:plc:2nftxyyh277n4ybgpb6qv3nf	0.658054486647391	0.00247295438112794	0.6417660649424796	700.418481967849	0.0
did:plc:2nowhpmc3kxi3z6lacdvtl7o	0.450471903336848	0.00335989293513984	0.7139425664933446	1315.9542398474416	0.0
did:plc:2npss2njzeai7lhockveymna	0.579682760376519	0.00227483194096106	1.465044290697559	448.0790721794004	0.0
did:plc:2npuojxdl4kkgznkwqlgtzx5	0.564077082849465	0.00272996722808712	0.623287374737533	732.7876134316981	0.0
did:plc:2nrgdlotroioqvkbhyi2tnm4	0.626817308057412	0.00469390039905899	0.501182121878635	2865.73279888114	0.0
did:plc:2nwjrezfjr7lch4arjcb5zrm	0.703387564854245	0.00604055218761995	0.493355639113072	2190.80986298794	0.0
did:plc:2o4344o6hyikbwxre7ieru5z	0.479702285694095	0.00514216430254359	1.001731300266177	2494.0610877905365	0.0
