did	duration_shape	duration_scale	gap_xi	gap_sigma	gap_mu
did:plc:24ldlhcgd7ei42x4ah4hadrj	0.671471567236695	109.420486097566	0.53237802572555	8479.22458079331	0.0
did:plc:24mnsbrqf2z3eois4q4yxenw	0.698705119286038	291.904627112513	0.7372878455192425	582.1590217657675	0.0
did:plc:24t4wluki44hmspshanqwii4	0.740670159512599	124.699382462238	0.5962998953214478	1764.7649469371652	0.0
did:plc:24yizn36j55a4reipv4tea4s	1.18238453094838	158.898210630238	0.9273169963025018	2510.147656701086	0.0
did:plc:252n5cfhxlwdzzeixqw7tbem	0.719337103739688	323.187895785139	0.9578329063966783	610.3540644280083	0.0
did:plc:252wsistivmgjkcji6t5egsc	0.750653226096374	76.2512399728917	0.6307714162903545	2040.3526298867082	0.0
did:plc:257s3epbkerxq2ae6i7rlr3x	0.806624814816198	288.614612544277	0.8458170669362666	564.7616064716882	0.0
did:plc:25c236wlqt2mwmshox3wz4rx	0.821902236122646	487.61401574344	2.407429876456458	162.5518800089657	0.0
did:plc:25et6gi5i2naryzgkg3yiz52	0.809574170625804	222.949719399447	0.710873875776261	850.7131708543767	0.0
did:plc:25ez6talgnd3viwnxfggt553	0.731809210140486	133.703269777049	0.8575526891922332	1994.5797080327848	0.0
did:plc:25f7rlq42icy6brpebrv2th3	0.754221984180012	84.8256408312536	0.6399447325807747	1935.5156795799928	0.0
did:plc:25ftfiiwwkcc4s4geuui45af	0.761650479564313	324.238816389187	1.0581876082876853	735.2584654581523	0.0
did:plc:25gnkdnqjqusezeygop64vu7	0.735566871423287	196.480962116097	0.9478453675290214	659.3131198203117	0.0
did:plc:25lwj7bhv3zm4gj3ugulhedz	0.683048476449807	172.268374906189	1.2442000231919683	813.9311779075637	0.0
did:plc:25n46fz53j7qkgwr4f2vbkhy	0.757369909762579	432.317436866391	1.224806776087295	731.7212335677319	0.0
did:plc:25nxnxpvg7y5wdaawdvabpj3	1.52234658794053	337.086595867251	-0.347008778143972	24152.6573658108	0.0
did:plc:25u2ubgya3xjo6br4so3zb47	0.754364793448654	205.999456136573	0.8355810221308484	475.00160863003805	0.0
did:plc:25umiix6ky73rx64dqs4mgvz	0.849380686489754	177.597090536932	0.5782063448389444	1857.6821266174425	0.0
did:plc:25vgl6xqdi6lspcjkm4tir6n	0.771117744107347	111.07226356143	0.61213656762282	1967.3620327716	0.0
did:plc:25whp6txgcaqvx6ckby4hrfx	0.779858469235899	62.9360539234617	0.453430233240657	5389.59921723252	0.0
did:plc:25xpruswbg24zjiqf6abf37m	1.70413133105762	224.127645348116	-0.602333098380025	30714.7922328598	0.0
did:plc:263cp6bkudnrteift7i755e2	0.732214045930762	105.617764634165	0.6147498255213187	2406.1707880693716	0.0
did:plc:264acmosumh2kp73wpotvjup	0.468745331301464	294.643068838592	1.1660178451825898	1204.7869193117863	0.0
did:plc:264oluda62tm5ggz4zqi2mgb	0.83094605693467	143.332178814654	0.516773167353056	2005.03496272453	0.0
did:plc:26bfh2ftl2dhg6kfgzav7cy3	0.848864611269969	107.596988119832	0.39948001938032635	2513.195264096555	0.0
did:plc:26cjrvliqvvb5ditztyzfcbl	0.767991763979956	79.1160823904549	0.5467704997721614	1715.932462720996	0.0
did:plc:26evufnfzsjp7poowculewmi	0.747193947940388	122.865918230497	0.465756430241552	1997.51080599111	0.0
did:plc:26fy3tg4wejprmuvptb6emio	0.804573658362613	300.377597054446	1.0179935475203752	1004.5190331740996	0.0
did:plc:26imzqowoh4rdcp3fwskeqey	0.819042392387659	175.248812001618	0.7543224484871737	906.6566286777439	0.0
did:plc:26is6yz5rtca2zzldsagdk7h	0.858960340951735	137.930832130865	0.8226318093691534	1357.0352839250718	0.0
did:plc:26lnbcsp43rdz5dkqcqxqeze	0.761322585952041	186.067233008591	0.882057754167973	765.8747077466535	0.0
