did	duration_shape	duration_scale	gap_meanlog	gap_sdlog
did:plc:24ripjigkzqyg55hzvy5g5dr	0.795598264598699	261.774358946266	7.1411091592139	1.89112328072773
did:plc:24vynkvx5iwtjo4tokbkyqpx	0.718425123990984	253.306840917466	7.04724379353427	2.54078554962229
did:plc:24y42qjfsont75jgie4ca2rw	0.665059280032889	138.249808063989	6.59540867862733	1.70478058144773
did:plc:24ycpum4hbkdspj36howj6ws	0.575143041622907	110.333682817205	7.23275210706191	1.67459695985186
did:plc:254sryh4lrza7gjkniuvi6vv	0.821221022942017	146.28302902908	7.33921683161417	1.97127571088533
did:plc:257rfprzo3q7hkyb7bqreygu	0.735625894575948	213.828878939918	6.25955142548038	1.70200970838953
did:plc:25ebauspo4vhvdry3a6f64ij	0.744929157185852	387.877427111781	6.72215937929026	2.46932025956136
did:plc:25gdhx47uei2ilqosnop6gw4	0.797531571292863	231.633334853932	6.87419208286835	2.178581833383
did:plc:25khrkdsoqykxmicxpfgt5un	0.750613015366791	410.152341759972	7.20443309404927	2.0237309584814
did:plc:25kkmjmdc4xf46um4fdqlftf	0.755671093767049	314.3158142923	6.56018752284297	2.04694128765592
did:plc:25luffrcs7hdzgasdznn7x6l	0.908951585218292	513.559367584416	7.9725873119832	2.38437927038345
did:plc:25mif47wir5eezsmn56gvyd4	0.745039372797569	130.847491533615	6.94416633146249	1.69199068796408
did:plc:25pccx5gxs6s5h6obbv43pzb	0.73978577157048	273.839210450895	6.63595095275702	2.06433715512968
did:plc:25qz6orebhkcb4gnm42sx5ew	0.6108781404058	156.582386692909	7.58919387923325	2.00747092365182
did:plc:25s7ma6ash5wvcqhsuw6hi2e	0.820332196051018	183.360450076867	7.71609916124007	2.20180308601087
did:plc:25x5qfrtpga5fsepgr3gakkm	0.835630753638993	174.97923438012	7.31337934381287	1.37692184914807
did:plc:25xawumvjmehxwq65liffsp7	0.480749395424048	143.551765817224	6.51435784217874	2.05424249057747
did:plc:25zamgjml7il3lkcsm67fqcu	0.758315157868886	341.944288955162	6.99146991221063	2.19615849102797
did:plc:265glzf4hy7dfrmlcyaxkrq7	0.829760070504798	448.726286573931	6.40981707585166	1.72582528460492
did:plc:26bpf367eaewxcvkn5tm73jk	0.746330071804594	507.914229091151	7.53714774199797	2.05329100733153
did:plc:26cwbhrythd3dghfalxpezxs	0.71752190143724	453.283190783392	6.40208124062109	1.91701582975305
did:plc:26dcihq6filiy3w7xzs5lydi	0.527591169822905	132.388745752988	7.33925831814841	1.98187338517295
did:plc:26dconkmihjc5onbiyhu5wn2	0.752634317120857	167.908634165873	6.54332949592136	1.63422460447983
did:plc:26dpif2mwcfolrb5mhtk5kmj	0.722823711018867	527.890101022089	6.79654918267095	2.48347349247328
did:plc:26f46dymkmfwxmimfnrzkhhe	0.838343101631623	209.34836266945	7.0100055249534	1.97133145117957
did:plc:26hfp7ax3uqdlnm34icvysn5	0.914245876838965	691.757742505211	6.33253889272519	2.45508062726366
did:plc:26htg4hokzqqfzhfmi47nqwk	0.735445187882007	202.814228479681	7.29562330932321	1.89643084250064
did:plc:26ijug6wuobzq5an66zug4e3	0.722033902894262	103.042851673862	7.45808797543497	1.57450812686516
did:plc:26k4aqbdstcpbwieoeuzcmxm	0.796682423012863	87.9578554804684	8.069881748291	1.73117315999143
did:plc:26mvqmmodxg37uxp7uhpbn5m	1.07146813493913	921.516955883428	6.40405438857438	2.0736391634147
did:plc:26mw43e3u74wx67lqiqscou3	0.773157985072929	302.053398353011	6.3985373680228	1.92870935586119
did:plc:26nmla3tud6haun4bieinunh	1.34794157101181	385.099247965023	6.62014199152165	2.31136842156329
did:plc:26sg4xmbjevkaznljaoggske	0.751816141924167	287.625320265831	6.6140441210506	1.94787326223579
did:plc:26tjhv57musotqwthdsfzbgg	0.739825738891531	892.602755429902	6.85132501167836	2.70815169683918
did:plc:26u2vpr5exoqkrmwdvfyugsw	0.88711190477148	140.477586878502	7.4722474067418	1.65137919429213
did:plc:26var3ztxc2rx2k4jhbbfn6v	0.76601809188599	578.935224505411	5.1330221921482	1.40750291137707
did:plc:26x6frebdwl2mevmhblnaasb	0.787570166685936	312.822181650835	6.18858097023285	1.82355763743795
did:plc:26z2demhf5l7vx5t66f5p4po	0.893881567958941	502.473583676746	6.84083291202327	2.41600623191591
did:plc:26zypmhxipvoexkbuttzf322	0.848696855626265	408.394759570295	6.47215754901065	2.37823054658831
did:plc:272la7m3we6u4zutgvi6ie5d	0.87775650554367	156.970834815306	7.17820188216181	1.91787651735079
did:plc:274cttk3d4g7l5kkzmszbadd	0.714372486322289	593.781749458085	7.65134020472394	2.02576486440705
did:plc:27bqb2cv5cnadhr2cbh62n7b	0.789901733644278	227.370432513609	7.4464671853069	1.6638665787993
did:plc:27dsrirhnki4n47ovr2k26sg	0.790608638861852	166.214735080499	6.60109907886746	1.75898393032332
did:plc:27emtxr7jvsajmtpm5wh722p	0.666824242525301	160.146054919746	7.042464071272	1.93062047717772
did:plc:27eszrbnddonzhml6d4u75z5	0.697985068622982	87.8862388447116	6.44566222021355	1.75666774623982
did:plc:27ewfwqmrknp27bjqtovosfi	0.665953243164153	101.126876201014	7.06535441770329	1.74513935142641
did:plc:27gjtqrf77c2cilixeroxckp	0.648621661876497	76.1800466241744	7.98949058751532	1.62268370300392
did:plc:27iarwqadr2iuexyxv4pvvle	0.740405691635362	215.61200824752	7.00260620720552	1.90687586381274
did:plc:27ku2dzlwhmyqnhdunavzhkv	0.548616202314116	84.8985437053602	7.12650983345621	2.32458445239637
did:plc:27nicwd7uqd2ykhgls4u3jq2	0.807149280805357	141.20995720533	7.74929395344196	2.1361087749933
did:plc:27nwre2tsl6kxxb2doiowdhr	0.771271000198341	389.133729232962	6.74507426739777	2.51901852106301
did:plc:27nzh7ngkfoe27xizjidnpfx	1.02664584710199	776.797501367998	6.59112049522614	2.53631883151364
did:plc:27ogtgtm766ythkq3d2oq5nm	1.29618455781649	234.169594531374	7.36252554984511	2.27045322976603
did:plc:27senfjiohceeg3zikkhvh32	0.619326847325536	167.878739813347	6.52852921473144	1.78933314566836
did:plc:27uq3me5jod25ort3e3jvoos	0.624225641301826	336.764989937076	6.00052649891783	1.98819885004662
did:plc:27wr7slv2tvxtcg7uulk224e	0.708384107154894	258.931234701056	6.90600917900764	2.00657464481603
did:plc:27yrsnidknucdj5vso2x553y	0.608996087196045	513.409489474805	7.03552785236854	2.68801801889055
did:plc:27zlinbcwkfxmsg6uuon6nui	1.04242099711436	593.954697664924	6.38230599865529	2.7730540807573
did:plc:2a2ucpadl5c62xv3ln3wpevt	1.44578057017378	241.424128787517	6.8288630526098	2.15186543005137
did:plc:2a42gsrvwkve4kftb5oicpbg	0.745053676256886	74.9473096988904	7.64350619322015	1.71069189653632
did:plc:2a4jlgnngvtiw3hiv3v4fva7	0.81847723048067	236.020018270363	6.78921392395888	2.12512088874248
did:plc:2a4yg57lszbhfypnwhixao5j	0.620260883633447	89.3206921106242	7.51883393222934	1.82473475803478
did:plc:2a5j6ar2kd3aq62mnhadt3uy	0.56548749716749	274.951993907009	6.28516586876134	2.33314114303789
did:plc:2aao6tam7r5iwbdn4kb2fcfv	0.858369060114852	139.328735928894	7.18702506957218	1.70585753737542
did:plc:2acybi2sajv4bwbk56i7uz3c	1.06320043271061	594.964706433146	6.64701825561641	1.94082241565064
did:plc:2af2nuxbfptv3mukc4k7i6wb	0.639881374812149	293.692618246962	7.31285090376522	2.58902264414301
did:plc:2afgez7skjk7jsrqt7rm6gn6	0.666292189667008	106.477787280101	7.43887640561928	2.09642362914211
did:plc:2ag3zob7wga7ikw4e6444fzt	0.53681368610757	187.156602947029	7.84905310251797	1.95241804623726
did:plc:2agh5622rxueg6fyeqv3c4bk	0.784546121269395	308.0014074947	7.30782449795437	2.04184867558165
did:plc:2ahkutsbnxqjlzc5wb473ehs	0.743982366977697	161.309858986787	6.43438893349327	1.85802396476899
did:plc:2al5l27izjheteanl3i6ceyd	0.847224711918177	657.397539533482	6.95548416031535	2.97508604181843
did:plc:2aluz3vsjtlfrrkvvf6aqvfx	0.747494008219988	234.123508371975	6.33669723929153	1.67699113791586
did:plc:2amazh3rcgwqj6fmx22iordq	0.778067334710139	237.397885454892	6.51104269598029	1.80805773150421
did:plc:2ao7z76hnwvui4g5ui2iv3oz	0.773876383510092	286.979124250279	6.97376466168737	1.77230600713988
did:plc:2aqjlnrhailfbdrx5kli4ef6	0.737015273686684	204.4070921435	6.37875408275059	2.09885580347269
did:plc:2aqzfj64bnietgpkvcdvys6p	0.687256643036463	255.658956043812	6.39883928623767	1.76433508255858
did:plc:2aup5oysscux5dfxduyvodf4	0.902916094397998	523.490084360623	6.78845814500174	1.84886512931633
did:plc:2avln4r4lmk647d6xtsdifjs	0.864892764454736	187.718364164252	7.23848188288213	2.17019046128334
did:plc:2b2ybgg3pvapxcu34f35dxs6	0.649730834627729	121.03919643943	6.82094548051431	1.8698845032227
did:plc:2b4ya423wstijayeimhn2mqu	1.18951056711198	185.036441882341	7.21326562574872	1.94407881596664
did:plc:2bbfhg4k257h5kxt5puiopl5	0.858559730823176	211.444139007466	6.57735724254032	1.80987787694001
did:plc:2bcbf3bxyxfeu2jbaphnjujr	0.828349919014958	344.322595358778	6.82787450984529	2.16179528813572
did:plc:2bfdxrptilof6qhw57koblcc	0.604194957492835	182.384015677683	7.42088423494186	2.02849603578479
did:plc:2bgyffsojo7y7d6nnmrdohwn	0.762638715868025	392.622112660468	6.43656336375237	2.09961993966183
did:plc:2bibuct37du7dohhwyrxr6q7	0.902215458610337	527.339586239773	6.34011494199143	2.11683956409523
did:plc:2boqpvajgzv6rhrcn56h2f75	0.858021114465363	378.403058574727	7.1137125919948	1.67548336532107
did:plc:2bp6pgepyxtfmirthmb2jxwd	0.681229854990007	54.505239012167	6.29128631523798	1.28610158547321
did:plc:2bqqvvbljclouzkz5r3oq36o	0.711478174253469	248.264731846304	6.35898764126437	1.96602451063752
did:plc:2bqtj2cif6yq2dynxc2tkpq7	0.666947078196909	268.212129316417	6.20676395159825	1.80962160820885
did:plc:2bs4vc4rjzmbvvi4y7hgjgdd	0.722960888223325	123.390836469567	8.41295055211277	1.75121598996348
did:plc:2bwwr4bjr4b4r7xzijpztzks	0.713469548706596	186.155110324827	6.80905503531928	1.92389239003363
did:plc:2bxckl2wszlxlydk7qclp6mf	0.872086509565997	131.509105575112	7.25750354578383	1.87529184507229
did:plc:2by6yvcr4km5b22ouohijs3s	0.755651774481544	156.573081994771	7.69618202614011	1.24867323040013
did:plc:2c2jeomtbdpa5tskbbnkmqd6	0.760741504339238	313.186057227599	7.17724721661805	1.79546566157515
did:plc:2cc7wosvur5lrhlqx4d5jp77	0.833321990482831	293.770691146535	6.34528293546146	2.17475214859562
did:plc:2cfhz6nagnqb3waxxdvobly2	0.686413617137829	105.871169243995	6.7165057763275	1.90527733148333
did:plc:2cie57fmtmzmlwa3gendqdyt	0.741329485958216	131.562791474548	8.14681973369089	1.90825869756789
did:plc:2clbcftlrvnd7edcmd4s5c4i	0.764967000501292	155.411055081108	6.89244305767271	1.70720429739229
did:plc:2cn4je322usmjf3figeei347	0.830829110659383	444.88106493042	7.35472806538872	1.78848444105893
did:plc:2cnprlrxdmocpckth3bozigo	0.687997022528838	296.586308392157	7.33001758197386	1.74462058492148
did:plc:2co3kxuanp6jstrmll3ylbu4	1.36945907152284	251.056597107022	7.00312998170064	2.09205546307651
did:plc:2cpdwehzam2btoq35ag6nuae	0.784972515611846	209.317933035063	7.08819724682267	1.78001903381745
did:plc:2cpuit4vx5sxrsfrntezo2it	0.968591946534385	1158.02908176168	6.43853280040063	2.54271044300156
did:plc:2cs6y4wjlbs7uwqvsrnltd6z	0.866658256604781	801.437176149656	6.37287374228548	2.1578008807989
did:plc:2cskphpknydzjcwlttfkangi	0.723323837166113	174.742110511136	6.85026807069821	1.51506870043071
did:plc:2csufnfoxiz44wv4u73b37sk	0.856318956895228	225.514080451529	6.84838259380398	1.93009978841438
did:plc:2cuanqksxf63y6tdht5ugbte	0.730607995549393	75.1162181794681	7.87413131813421	1.45476686579752
did:plc:2cxgz3xinoqbjsbmnhftns7n	0.765810877553573	239.504855460446	7.36294617112599	1.85585014655378
did:plc:2cytusr6nuplcrrba7d6ahtb	0.875944946661535	872.688737716248	6.45967527033115	2.35410523790945
did:plc:2czkjyk6qhwlko4eyo5ql3xy	0.688383452719295	156.149652929193	6.76176035454962	1.65276449158029
did:plc:2czu76ohiskwfehlecbchppx	0.695489989601169	552.175938201604	6.57550160273236	2.01868982532535
did:plc:2d3la6gstrt7tfq3psughz4x	0.832693429290272	123.143134732396	7.97001981657241	1.64274536116839
did:plc:2d3uhbeq2yynsbgg7zafpcdh	0.798578625723841	575.128225357654	7.0907278422097	2.26557312922143
did:plc:2d4of5pvwo5lbwlnp6u3nym6	0.627817107239455	389.182819448296	6.47674644872168	1.74402724365592
did:plc:2d5mr6wbfqiafbysfibylao5	0.860699657590293	207.053093017155	7.24162669923642	1.72838494940279
did:plc:2d5sdvjwigovqr6ek6pwdtbr	1.08459576549675	627.926842183943	6.84190169355864	2.45152463300477
did:plc:2d6vvsvdwkymxoxh7f6s7ekm	0.649275504935577	226.855582020605	7.96675656596273	2.14567664041577
did:plc:2d75csnobiaekd7crnwnnw33	0.736332892493083	216.189153106842	6.3822199666018	1.87866609295125
did:plc:2da7pqzckjmcnsfqp3376ddr	0.683869289967702	192.630978216998	8.0420874653224	1.39706585949236
did:plc:2dalv2h7tinzmcphmojji6vt	1.14384133961092	504.989374269176	7.11371045363348	2.0602876407969
did:plc:2dc6d474zexzb3zxbri7xwoo	0.765066189450852	103.943580546032	7.51109501591064	1.64658601464348
did:plc:2di3ea4zerlwxcwfxf3zhmwm	0.743974371548988	87.7768744606694	7.41580699168829	1.59404774202415
did:plc:2dkihfcnhu3ld7x5yazcnm7w	0.773578792054372	632.903155425927	6.83376015762505	2.47225753634476
did:plc:2dkylrbw5ua6zuhvptsrzlop	0.877219644731619	164.360657749603	7.36123884788727	1.59653048619728
did:plc:2dm24jbjgmsej3iixzd2uhxy	0.704705832192146	108.677235229039	7.30456240203776	1.81082933010995
did:plc:2dmfkj2yzbwptlq6gbdla2nu	0.693264928171241	190.087344368581	7.30178487286907	1.78911318701916
did:plc:2dmziythdjmlcf5enrxxypzx	0.659674235001689	157.141361739886	8.20218306550207	1.60783529117307
did:plc:2dngmijgofvlnv45bs5d3w33	0.640816959571108	173.393473994771	6.7453573712319	1.63596416316706
did:plc:2dnkjfvyvchrhe6f4wydnv54	0.665214002902479	380.868310275702	6.03544118535446	2.26131547076212
did:plc:2du66vyhd3gwmokykf6q7xsx	0.746750958072689	311.660968672037	7.09326134305409	1.60504322881876
did:plc:2duhlaw5ae4tc6apcpsux3vp	0.839609948312393	175.289279995762	8.36424602161943	1.62066410872631
did:plc:2dvqhrpjp5cvvp7ce2ljauqb	0.673389466155983	137.111133222115	6.7244612605679	1.79281985219086
did:plc:2dx4xjcjdcnj55i6d75oefvk	0.870517196234938	178.168676221795	6.72908767212169	1.62912186510681
did:plc:2dyvk4pvbk76ie2gqzqridhy	0.684280258810941	241.625113381289	7.15322622826118	2.358242503968
did:plc:2dz5adsv4oey66admnbguviv	0.772075934705547	189.966955763172	6.6547320240378	2.16313791640272
did:plc:2e26ggnxnoqpbfcnbirzbpzd	0.86147015290184	305.213252426227	6.48207385323267	1.84699583453145
did:plc:2e2n577gjwhbirsnoot4y6p5	0.76382955010284	405.244945958541	6.5939324327743	2.28228565694766
did:plc:2e2o54zj2qwgoq5imb7v3vej	0.635592769584249	176.906603750391	6.27629408461332	1.71007133052331
did:plc:2e76wywbevq44zr2iwqx2aqa	0.716405109512953	104.05677271153	6.86487540208189	1.68893467252474
did:plc:2e7mvxk7zdusdyqxn575qpe3	0.82411580428632	404.605612162872	7.18046966937429	1.6730715509223
did:plc:2eaakv5cr5ab36dk2ymawhet	0.62281980492044	121.184560904581	7.02570254783212	2.03431848968613
did:plc:2eblwmyaskum7iz54l2rctsj	0.739508724251675	168.603217363514	6.71695035753075	1.79899183656429
did:plc:2ecbgxshq5sxf44w7ws3kliw	0.698986894087665	107.787402268194	7.02203194919865	1.8334264847736
did:plc:2ecjh4mhhxkmen3ncs3qnvft	0.707280833389009	70.1828467944992	7.62405501744157	1.53905518340535
did:plc:2ecmvn4bcd7fvygarfqhq2j6	0.818161233315909	125.160547867296	8.18529558913011	1.91199016553911
did:plc:2ecqlxl24afvpxqoc246dp5e	0.753186226979626	218.358011705472	7.3008452032775	2.17525764918937
did:plc:2eelley4vwgqgk3xd24nedj3	1.50425264750628	211.759382261019	7.15581076541897	1.65381554768971
did:plc:2eiw6hjsiod23ktdfc24pspw	0.731074883048405	335.681658605866	7.11672065045512	1.90952552542286
did:plc:2ekyevgqsdkcdnkmju42sug6	0.73912891296874	388.766040428122	7.0496487383732	1.76816653392188
did:plc:2elw67yautfe7dgeguzh4q7x	0.639952059299043	122.21839384594	7.54705013582665	1.83398997121999
did:plc:2em7cpawe7ri5q26dcf3zo4d	0.85005651283748	674.817547978558	7.37151806970006	2.42041571397101
did:plc:2enr46slcmgtf7e7wvxm2gjb	1.29193883049579	213.33220818951	7.54760820957431	1.81473977513759
did:plc:2eorxvil7o4pwteoercdscq4	0.632249101953813	221.290047620652	6.89073936126476	2.5078772580009
did:plc:2eq36zeh55mn3j26ekzqa6aw	0.872373186244701	186.559945226521	6.67834150712012	1.53961054176856
did:plc:2euqiuhgcm5egzmrt36zbdnf	0.834187488934754	313.955611933495	6.72631149323691	2.0711496464198
did:plc:2ewlphfwfszbvdjnni7z3hij	0.677996430429248	161.39283507152	7.46361353161454	2.0037575858922
did:plc:2ewtjk3b2xlo7azfl7wpheo7	0.830728496078965	132.605227831673	7.2178077891308	1.71111695901353
did:plc:2f2ahswozqy4v5lvu676375y	0.83535153452622	153.821832447836	7.35945251699786	1.68376447043042
did:plc:2f2uybxjntu3uppbcrmcwmi7	0.813981698074119	141.590033087017	7.35508475007905	1.88707204189906
did:plc:2f3umn7l5rqjyjweutg4s73z	0.750156135362646	107.889837018726	8.20623971074218	1.70196141269452
did:plc:2f63p4xk2xncpamtppqpu2my	0.764913727404693	1037.88824884478	5.95970858131259	2.94342204136735
did:plc:2f6ijm5zzeiu6s7gdojlbp57	0.971397493072592	519.376548228947	7.53501938139145	2.39474196520753
did:plc:2f7wwlidllnf5ksrflqq2b4f	0.723294445848527	57.2216795505947	7.38531918877068	1.67887320981677
did:plc:2fbdgfs6l7dj7ms7s25x5pno	0.843483371979671	358.983882684682	7.5747582571518	1.7329446321297
did:plc:2fcjgchnfvznd2fdsj22h2gq	1.18746282259904	220.701268023062	6.64937622214269	1.76653442914197
did:plc:2fd64m4f2jck4yupd5b5tpux	0.894471166475745	636.922594272591	7.07202060656508	2.07552212663663
did:plc:2fh7d763b7ah46rbj6wsl6vy	0.841996265108626	251.405772608717	6.73501073963827	2.18617813985115
did:plc:2fhlz3cujvupemt2toxcomuu	0.811905477299624	312.845908232292	6.56988566808749	1.77689331810831
did:plc:2fhmxgcu7wjq33nbpfehee7e	0.530838839872372	134.111203632791	6.6093633424536	1.94384090899014
did:plc:2fixlvc4u3esazehbmj3fbhm	0.674973185237283	295.977249608483	6.70654683322269	2.06541811171988
did:plc:2flx3fnop6qopv2sbss5g4ze	0.653585901025371	569.029695839861	6.70468154594284	1.95817384271373
did:plc:2fmtebclznwhdvmozqrgyjaw	0.684250571166953	538.27615765845	6.86389428370682	2.948851161534
did:plc:2fq5igmtyd5vpvonm77ximp6	0.88247092049867	118.458260317736	7.16172459486773	1.8899847477091
did:plc:2fqqjwxfrno2gia5tayo7tmx	0.870381078718159	340.647076050081	6.94077845848656	1.80603036136313
did:plc:2fri6tvfqu3vvhhynq3perx3	0.786430715691047	136.827727010569	8.0028127342374	1.88380337544501
did:plc:2fs6gcj3z67kuxqgewz6sma6	0.718061071453242	116.487819429111	7.39300179025847	1.7103422110332
did:plc:2fsdezygexr2upkvnqvrjrs7	0.855756202738858	1078.7501066653	6.14398484428221	2.45063910443261
did:plc:2ftixwa264bjcabkynm6wt3c	0.771509837943618	241.620373255437	6.64250102563197	1.75522762189871
did:plc:2ftu74howq64wt34ebxx57jq	0.732219794247626	329.867371164916	6.34184314163837	1.91664867896144
did:plc:2fuhrf6f2gajlkk4tjzkgwgz	0.734675287949841	247.895927635186	6.79965395843956	1.84438286069753
did:plc:2fvfiqj7yqkkn7zayu6j6p5j	0.804876349693951	151.079615129188	7.49991946535456	2.54223880540427
did:plc:2fwkaw5xw2kj4klascykaayn	0.882360830132967	346.51226710444	6.77437143988966	1.80964725783679
did:plc:2fxudbkzd6bo7snqyv2n5dfg	0.777231871000193	448.638864463878	6.81572838401389	2.20653448118107
did:plc:2fyjbsdpgpcpgoiydtjzuzwc	0.688085274730904	81.1793843927727	7.16248794274315	1.88325904632488
did:plc:2g226fxyhmdmgznrogrjglcr	0.828937801313114	487.35133372199	6.24200591801896	2.03437353813251
did:plc:2gakajttktxw72dgohov2c35	0.769753712227437	127.406981816141	7.21168927363195	1.77413028027214
did:plc:2gcvebgq2kgyuwzo7nsstihr	0.800063511645932	186.444155049416	7.3642324084082	1.59351099603251
did:plc:2gfu2ku4zadlfqsgyjurn2au	0.787256360066502	78.7721289396414	7.36656094070983	1.66758995436367
did:plc:2ggkgmxeqn57syn6e36duxqy	0.60579088136464	96.0466180568062	8.46240477287292	1.48529117268461
did:plc:2giyjet3su7dk2dkc4qngcxw	0.702959303410112	244.724625098998	7.0007992958811	2.17555005716611
did:plc:2godclm5gbhu3y4eksxpccuj	0.7628866377457	270.247691168798	7.31590141996358	1.94823064957636
did:plc:2gojosv53s5tdvqctogqzoj4	0.545681765773877	79.0912796415232	6.90366554996131	1.3463206613979
did:plc:2gora5hs23btzocvbiwiojwd	0.811928941800589	165.644133317609	7.40060983898766	2.12727184932387
did:plc:2gr2kn53tamkzgkdthgpevsf	0.741509519747733	223.25044454379	6.55356315510412	1.54733913576279
did:plc:2gsotrtxixyze3e7gj5nem6m	0.743833692154587	283.257039416363	6.7375467339856	1.94832204177996
did:plc:2gvqt6g7pxnpv5nxvqdzzxg5	0.785297023848333	421.624252775603	7.38652600142314	2.08097994187926
