did	duration_meanlog	duration_sdlog	gap_shape	gap_scale
did:plc:24j2retngfq3ezirzktqasqo	5.35242363584363	0.983365598587799	0.53496321934369	8621.75705788223
did:plc:24pqsotn5tmhjssqaaph7p2f	5.49233253753191	1.52798822679901	0.550198126763689	2775.49731072585
did:plc:24qmsfyl4bp5rtzif6itjjl2	4.43083620823261	1.42687508992071	0.591497350749799	9135.68102054312
did:plc:24qtvdxhxh6be63s2ud7mncm	5.14282197891371	1.08751630657624	0.622731117694724	3144.14708492241
did:plc:24saaj4zekkl5ovykib6plr7	3.17462878637396	1.66326219778951	0.727753489574028	4557.65178823881
did:plc:24tyhgbxerggrcsydhvxfzzw	5.28545278191906	1.35414994074878	0.490223043044005	5558.39822695833
did:plc:24vgmesz66uclyrafhb34qeh	3.61102445508552	1.95886701099538	0.672799596538999	6003.93816926422
did:plc:24wiagilgltiirekhzlvz25d	3.45715813269321	1.54468746596125	0.691581396347289	5101.21258907437
did:plc:2552v6lcleyuvzgt6dgorocj	3.75893134281038	1.71163039824781	0.755323267638161	5420.74919414853
did:plc:255oamkdyb5cglddyip6zuz6	4.85831288060473	1.03918138117508	0.571978062471019	7129.01458987516
did:plc:255xgbu4idpfdgxabrkcwhcx	3.14186976134641	1.7074467373197	0.687946891367063	3722.12637310959
did:plc:256bzsylhtx4vsbalh6xray4	4.32596699853895	1.5240546799997	0.52280653641555	9435.18405113391
did:plc:257ztcgpjugtuspr3uw35ohh	5.23832053480923	0.98928611529134	0.577188651446296	6929.17398380535
did:plc:25em24uhdhjzsats4pugqlf5	3.61005065449523	1.79289148720456	0.62566062929947	11055.4825174059
did:plc:25mc5kp7olyzcqurbpp2hgwh	3.91783592358198	1.37833907843123	0.704370683366021	7928.51506431991
did:plc:25n32wgng7oij3eademyz7xp	4.26003731234088	1.97713050955547	0.671955798044421	9373.46463496723
did:plc:25pnhmn7h4b4ds2ef7krbxgj	4.87153631893856	1.31689392727443	0.554378951451591	10240.7603031767
did:plc:25qq6ep5ul5sm7b2m7pqys74	4.0705251028902	1.51512870902985	0.560948904432472	6165.69848582312
did:plc:25rf2kmhvw3lxqyhg4lutio7	3.24100337907571	1.67476060910696	0.642737903211857	8102.97995484695
did:plc:25rw7axqbdx2j5isdakhj736	3.86802123115425	1.24670931567236	0.617062300782316	5043.37131449115
did:plc:25sdlkabwrbmam3tjt5526sb	2.82501866481533	1.71640291060404	0.699154853883174	9945.15299301087
did:plc:25tszjslbura32jerils74qa	3.6949060599845	1.60139993689483	0.645357717145548	4054.47674026075
did:plc:25x2lmu6wpau3x2mplapcvau	4.57621238486431	1.36123234737047	0.683606242881302	7467.97586671279
did:plc:2653hr5dct6uheeoiuwzwstb	4.99671160559948	1.34725248288462	0.534057274928256	5303.43706026781
did:plc:266n7lmyegfssjsc5yui6kc7	3.43610585560833	1.20725500809472	0.572456635055977	10571.278351445
did:plc:267p6lxomi4kt7rnvf3ltaw2	3.82641758799655	1.78587582949463	0.723722958986265	9863.11205722104
did:plc:26b6szpxqvusb2dpfjo3mafc	4.22996801262666	1.31276916203746	0.489388436166335	3721.26452450362
did:plc:26bfdzrkp3zitaozhr6gnkcj	4.88437238618218	1.29230919984353	0.563611786574497	7154.80365698424
did:plc:26bfu73b4syua6xe3syxh7xy	4.12720367589319	1.36729504913496	0.581530571149512	6144.12312451498
did:plc:26ejva7dr2hjdy2mnrqontdo	4.35183750055695	1.55413990320205	0.575565401253484	4894.83257389494
did:plc:26hnz4ilsrglztlp6rlqmsdk	3.53087913646518	1.31030914461055	0.600075159988143	7999.81014988534
did:plc:26la4eszueakahqcudyw7qam	3.64733929534728	1.14679474924933	0.823329171247997	9399.486941798
did:plc:26rw3nessh23qwad6qg3xivk	4.26936751464837	1.31704280159249	0.808019074317964	12067.5021705596
did:plc:26sxf7gocivm5t6f5vmrbt7q	3.36623791537888	1.75075647662682	0.604029799387849	7594.88556134185
did:plc:26x4foigkde4iktixfu3sylb	4.6171836271513	1.28545882837346	0.638463226297963	7102.96561965062
did:plc:272qr3rl6opq5vqlfpujyllf	3.87400710549877	1.6278678332698	0.690963999516186	7103.17360238416
did:plc:272uoh52kqensia25tkwkhn5	2.97085853774265	1.4700365335466	0.750207996023362	8074.75555982833
did:plc:274mtmcfvtazfjzir3vunaxz	4.05933284653452	1.66219874507354	0.6124224900091	11236.7480764442
did:plc:2777y7novrizouablrqqbwyl	2.98504496271508	1.3821097864079	0.855046225508905	12264.4573305075
did:plc:27dwt3c2wcgpsfzdw5hmz3oa	4.789490658335	1.39033494836363	0.535153583793396	7599.32527352869
did:plc:27nhimiwx2sbvmzcdpktlzwj	3.74808447839077	1.38450170989462	0.705613150288392	6905.36175982702
did:plc:27sl34iynmhknd6n2wctbl3d	5.88079109321538	1.13219678548366	0.53022470828121	8314.74837709226
did:plc:27t4xnvfmaltsd2v4hufgg4d	4.03248408005065	1.2616776342897	0.708015775979373	5670.61098318507
did:plc:27ufoor2nzqei7eh7lkxjuzd	4.08653815174144	1.41535073214073	0.613200579842059	6250.76098078374
did:plc:27vm3mtkx63u2qdwxnlzrc6q	3.2810580544868	1.73485920943764	0.885374330770385	10277.641977441
did:plc:27vokgskw7w3c42wykaqokpm	3.27615394947104	1.58411329074106	0.640200512341477	7790.52082206401
did:plc:27w52gyuquig7uayf7mtnm56	4.32948635830886	1.39378806871631	0.538357694932334	6182.78670813132
did:plc:27xrhqwxxqfsxtxw6gnt2zd4	3.26043661038424	1.57373729763181	0.793234543118513	7257.76981782012
did:plc:27yo4npc7wvwluziimbqfgxq	5.02099534315224	0.976768260183688	0.570159495276871	7881.02480571457
did:plc:2a32mmudy42t5xcyh4ody32e	2.86320158781113	1.21841675065402	0.573720986947514	7386.92593588075
did:plc:2a5cljqagcvls3rgstkfcxhg	5.05861640960923	1.56105594641089	0.579220189059173	8993.46769093558
did:plc:2adsuodvytdlr7domnlrmtta	3.85654140598951	1.32666391844038	0.624247606796932	10703.9377690265
did:plc:2agphkujyfmit4li23imnrps	4.78925145011231	1.65431121087382	0.784047231793838	12900.8457969974
did:plc:2agzs2l5l52rwkeyutfnvrne	2.99643513079824	1.61173925448037	0.684003883106146	6911.15669931459
did:plc:2aj6cj44u5hqhbyo7j4xyayz	4.74318167560541	0.605404146862074	0.761815386553339	10411.0522800115
