did	duration_xi	duration_sigma	duration_mu	gap_xi	gap_sigma	gap_mu
did:plc:2lxellixwj25boj34tglrw3u	0.214107185367556	232.685323960285	0.0	0.6950443959524197	1439.8308561342574	0.0
did:plc:2lye5whuwzpuy2nkt2zwdcj5	-0.392721663655864	461.642549139585	0.0	-0.575890598086914	26822.5314179686	0.0
did:plc:2lzds37rkf76bexlubuepq4a	0.198773259115304	156.027173217927	0.0	0.551500699783362	2088.19776701711	0.0
did:plc:2m3tb5bfutfzmtkokrjzlimz	0.0647957070374318	1015.96115326318	0.0	1.223917684332246	325.54788538483706	0.0
did:plc:2mb7xu3oclwsmotrkssrtaok	0.40418896735116233	105.62115540570555	0.0	-0.234583084780818	25285.9231581408	0.0
did:plc:2mjscm3vkl7cjl2hyddxmmlj	0.449548895114046	101.036528539399	0.0	1.2079360842479285	1839.9764637010755	0.0
did:plc:2mk2pinjjev6knn7m5rtcbak	3.3188514360590875	3.3188514360590875	1.0	0.6884330790046941	2530.3088273936582	0.0
did:plc:2nee2bhq2zfik2hmzislrl4r	0.990123548486435	0.990123548486435	1.0	0.7555561204728986	2930.1741102021906	0.0
did:plc:2ny6upnhhx2ffz5xoo73btka	0.4706195206508105	45.93569591298926	0.0	0.775481108363383	3905.64178637755	0.0
did:plc:2o4ganzjdricanz2kfpi4yj2	-0.499088967257868	1723.96347262616	0.0	-0.169206157099653	7597.27782753115	0.0
did:plc:2o65rlbcrgxyzmkmjleh73wn	2.0326542335482163	2.0326542335482163	1.0	0.9489200054936867	2270.4765107003386	0.0
did:plc:2oeiufzuazht3v63rh6on26z	0.216477370427284	181.861751018652	0.0	1.1956203396042568	1214.2981139652627	0.0
did:plc:2oj6u7ivt47jdksyfxlkph7x	0.284454292839065	149.825646124448	0.0	0.6345272661432616	2050.7412523222342	0.0
did:plc:2ojkadu4mysnct2ge5xkifjj	0.4320743859422366	189.17006666967455	0.0	0.9972233197064274	423.40372289772574	0.0
did:plc:2ou2bq4cs5a5hixjno7ddlka	-0.382694259196744	388.484351107669	0.0	0.403924610935028	4213.76041691927	0.0
did:plc:2ouwwuyego5ulxo4xw6l7zi3	0.2706352126150482	64.41118060238146	238.0	0.9768072014258502	264.83159616365907	0.0
did:plc:2ouygqnlanwy2ofbzdwygstk	0.417887780466565	143.496509545311	0.0	0.9084243882321523	919.4907107314154	0.0
did:plc:2p3uvbwhjclignhn6pgunjtr	2.204501512140849	2.204501512140849	1.0	0.266263119281451	8008.1343337699	0.0
did:plc:2p6fnx5p2khqj5gco4wszpzf	-0.451345943421539	239.227683786387	0.0	0.8045033759698732	2155.203406142628	0.0
did:plc:2psxfzsnpg5glv3jq6rytyih	0.216916991789651	148.626158673503	0.0	0.9574881620003874	1949.0504277427956	0.0
did:plc:2q5vniyl77qkau3kbpnskuml	0.4283192726446379	73.46432425467701	0.0	1.7941007367018573	994.5123496054478	0.0
did:plc:2q7t6fnrdgx2bya3npvx3azz	3.0440126144448905	3.0440126144448905	1.0	0.6139760332191673	3531.3318219254793	0.0
did:plc:2qfowowpwhey24kwii5cqddw	2.101721372296704	2.101721372296704	1.0	1.0754707712757618	2636.1769851485774	0.0
did:plc:2qjij4etp5jrqyelyynq7eoc	0.325095456249542	304.557630447378	0.0	0.47673679499458943	624.7312546148083	0.0
did:plc:2qjnxise2xi2gucl3kwnyqup	0.371778161897805	224.21731686420085	0.0	0.7109755466568605	574.4804947233432	0.0
