did	duration_xi	duration_sigma	duration_mu	gap_shape	gap_scale
did:plc:24q3jqoillnuusbkawwbwdun	-0.563984034612739	780.752086508967	0.0	0.481586536305849	5877.65703713271
did:plc:24sohj6ujx52dwwivbcuthxp	0.461503028256121	52.5380973677507	0.0	0.671534770711744	9199.56335750261
did:plc:24svrwyov7cvvrdhzezc3d67	0.25194297276830413	391.9874492612307	0.0	0.534942592786139	5393.48696287764
did:plc:24tr6j7sqm2wzxamcuutfgi2	-0.580015969915163	584.345032024215	0.0	0.644977143783825	12426.1525921173
did:plc:24w74q2zfkzemkikzweooohi	-0.309795711781511	513.9692459558	0.0	0.693808015836874	790.211826004299
did:plc:24wqo757h234hx3mox2h3mvc	0.3124517410500334	96.95663892175004	0.0	0.572142205430492	4781.79222316032
did:plc:253cgjz2lkve7bftyu25xz5z	-0.402330366977505	311.553625872528	0.0	0.527755507528809	2874.23062346703
did:plc:253re3dmhxl7gzdiv35j3ksk	-0.154783055279496	803.554832692971	0.0	0.589360000888347	4698.20918928296
did:plc:256465q3hqqmuwykpgtl6adb	-0.344439887579655	304.61954759153	0.0	0.596781937233192	3079.07182947634
did:plc:256aekazylbbffknltgrv4mq	-0.716449129251847	751.252845688524	0.0	0.535297167417957	11436.0160591618
did:plc:25bjr3t2kue2cvtf3tu6h6is	-0.533004987296803	1034.94968612128	0.0	0.502839309805646	5483.07302329916
did:plc:25c376i6k5moeatic3qimzbr	0.13381073285947911	180.8604117316034	0.0	0.629201108546587	5515.95834676112
did:plc:25e3gokz5chzvbedeg4vze4v	0.17439348709744568	162.15022375859317	0.0	0.694788035329922	4242.46437046904
did:plc:25h4lbuvexws33sgaznt2tsr	0.24783417754872542	322.3520180234472	0.0	0.559828763425159	6000.83835613833
did:plc:25icfjtgs2suo2mjr7tfusqu	0.416524406454907	185.810512817877	0.0	0.718753569325177	2300.08877709511
did:plc:25j7ntvhdo7ct2nnietlfe6s	2.8473387794048457	2.8473387794048457	1.0	0.688802553521211	6368.46731793295
did:plc:25jwfssmbkn64r5yuyzpgru4	0.22332546447747767	166.31505866113486	0.0	0.626587148373259	4547.55020886744
