warmup boredom_pct avg_session_len post_wp_posts pct_prolif mean_reposts pct_indirect pct_multilevel
0.0 43.1 133.2 8351766 14.8 2.22 15.0 16.5
2.0 38.2 144.9 8578574 16.0 2.17 10.2 12.0
3.0 37.2 146.9 8167983 15.4 2.45 3.5 5.1
5.0 35.4 150.9 7281963 18.5 2.37 1.2 1.9
10.0 32.0 157.6 4720166 33.3 2.16 0.1 0.2
100.0 29.0 158.5 4451023 38.5 2.04 0.0 0.1
