warmup boredom_pct avg_session_len post_wp_posts pct_prolif mean_reposts pct_indirect pct_multilevel
0.0 43.6 126.8 816306 17.5 1.94 12.9 16.8
2.0 39.9 135.6 830104 18.6 1.91 7.8 10.8
3.0 38.8 138.2 792984 14.8 2.6 1.6 3.1
5.0 37.4 141.0 700012 18.2 2.45 0.6 1.1
10.0 34.7 146.9 447942 32.8 2.23 0.1 0.1
100.0 32.3 147.7 412286 38.2 2.11 0.0 0.1
