warmup boredom_pct avg_session_len post_wp_posts pct_prolif mean_reposts pct_indirect pct_multilevel
0.0 41.4 135.9 6405701 15.2 2.19 14.6 16.7
2.0 36.9 146.6 6521375 16.5 2.14 9.8 12.0
3.0 35.8 148.7 6238507 15.3 2.49 3.1 4.8
5.0 34.0 152.7 5569458 18.5 2.39 1.0 1.7
10.0 30.9 158.7 3598862 33.0 2.19 0.1 0.2
100.0 28.2 158.9 3382869 37.8 2.08 0.0 0.1
