"time","mean_surv","sd_surv","n_runs"
343.02,0.755191654808945,0.0177915899946299,25
864.97,0.503355283723147,0.020042975548359,25
2126.62,0.251617716681275,0.0181214864831711,25
3688.57,0.100636848387878,0.0111507214714637,25
5164.73,0.010055978671577,0.00236242860837623,25
